number,old_definition,word,definition,translation,example_sentences,part_of_speech,collocations,problematic_words
735,在極度壓迫的情況下突然反撲或突破困境。[例]由於公司不合理的要求加班，已引起部分員工情緒上的反彈。,反彈,在極度壓迫的情況下，突然反擊或突破困境。,To rebound or retaliate in response to pressure or oppression.,由於政策的改變，市場出現了一定程度的反彈。 / 近來，經濟數據好轉，使得投資人對股市的反彈充滿期待。 / 在經過幾個月的不景氣後，當地旅遊業終於迎來了反彈的機會。 / 由於消費者信心回升，零售業的業績出現了明顯的反彈。 / 這部電影的優異口碑，讓它在上線後週末票房出現意外的反彈。 / 政府的刺激措施使得經濟在困難時期出現了正面的反彈。 / 由於天氣好轉，農產品的價格在市場上出現了反彈的跡象。 / 在經歷了連續的下滑後，房地產市場終於顯示出反彈的潛力。 / 隨著新技術的推廣，傳統行業也開始感受到反彈的動力。 / 月報顯示，該公司的銷售數字在節日後出現了明顯的反彈。 / 員工的情緒反彈，使得團隊合作更加順暢，提高了工作的效率。,vp-i,情緒的反彈 / 員工的反彈 / 壓力的反彈 / 市場的反彈 / 政策的反彈 / 需求的反彈 / 負面反彈 / 正面反彈 / 突然的反彈 / 快速的反彈,"報, 回升, 旅遊業, 迎, 零售業, 農產"
736,由原本被詢問的立場轉變為發問人提出疑問。[例]面對對方的質疑，他提出反問，向對方請教解決的辦法。,反問,由原本被詢問的立場轉變為發問人提出疑問。,"To ask a question in response to another question, often to turn the inquiry back on the questioner.",面對對方的質疑，他冷靜地進行反問，問對方這個問題的根本原因是什麼。 / 她在討論中不斷反問，讓大家思考問題的不同角度。 / 當他被問到為什麼還沒完成作業時，他用反問的方式回應，問對方是否曾經遇到過困難。 / 在會議上，主管針對員工的提問，提出反問以澄清問題的具體情況。 / 對於朋友的指責，他選擇反問，讓對方重新考慮自己的看法是否合理。 / 進行反問可以幫助雙方更深入地理解問題，從而找到更好的解決方案。 / 她在演講中使用反問句，激發觀眾對主題的思考和討論。 / 當他們詢問為什麼要改變計劃時，他反問是否考慮過新的方法能帶來更好的結果。 / 在輔導學生時，老師經常使用反問的方式，引導學生自己發現問題的關鍵所在。 / 對於社會上的不公，他熱衷於反問人們，是否真的了解自己所處的環境。 / 面對反問，對方似乎更多地思考了問題，而不是急於給出答案。,vp-t,反問句 / 反問的問題 / 反問對方 / 反問自己 / 進行反問 / 反問的態度 / 反問式的回答 / 面對反問 / 在反問中 / 藉由反問,轉變為
737,煩擾心緒。[例]近來煩心的事太多了，害得我吃不下、睡不著。,煩心,心情因為煩擾而難以平靜。,Troubled; disturbed in mind or emotions.,最近工作上的煩心事讓我失去了好久沒見的笑容。 / 考試成績不如預期，讓我感到非常煩心，還是得重新努力學習。 / 朋友之間的小誤會有時候也會讓人感到煩心，期待能藉著溝通來解決。 / 在這段時間裡，家裡的煩心事接二連三，讓我的情緒變得十分低落。 / 生活中的瑣事雖然看似小，但煩心起來卻讓我難以專心做其他事情。 / 煩心的事總是接連不斷，讓我很難放鬆，時間過去後心情還是很重。 / 聽到同事關於前途的煩心討論，我也不禁開始反思自己的職業選擇。 / 整理房間時發現了很多煩心的舊物品，這些回憶也讓我感到不知所措。 / 身邊煩心的人際關係總是讓我感到疲憊，希望能找到平衡的辦法。 / 最近社交媒體上出現的煩心言論，讓我對網絡世界產生了一種逃避的渴望。 / 總是讓我煩心的問題，如經濟壓力和人際關係，使我整夜無法入睡，感到非常焦慮。,vs-i,煩心的事 / 煩心的人 / 煩心的事情 / 煩心的感覺 / 讓我煩心 / 煩心不已 / 煩心的問題 / 常常煩心 / 煩心的思緒 / 煩心的原因,"看似, 心煩, 煩擾, 藉著"
738,翻看文件或書籍。[例]閒來無事，便順手拿起一本畫報隨意翻閱。,翻閱,翻看文件或書籍，通常是隨意快速地查看內容。,"To flip through or browse casually, usually referring to looking at documents or books.",我隨手翻閱了一本料理書，發現了很多有趣的食譜。 / 每當我翻閱舊相簿，心中總是充滿了美好的回憶。 / 在圖書館，我經常翻閱各種資料，以便為我的報告做準備。 / 他喜歡翻閱雜誌，特別是時尚與旅遊類型的，讓他獲得新的靈感。 / 週末的時候，我會翻閱一些科學期刊，增進自己的知識。 / 翻閱書籍的過程讓我感到放鬆，彷彿進入了另一個世界。 / 上課時，老師讓我們翻閱教科書的內容，幫助我們理解課程。 / 我在咖啡廳翻閱報紙，享受著悠閒的時光以及淡淡的咖啡香。 / 每次翻閱朋友寄來的信件，都能感受到她的關心和祝福。 / 翻閱電子書的時候，我喜歡用高亮標記出重要的段落，方便日後回顧。 / 翻閱舊信件的回憶讓我想起了與那位好友的往昔時光。,va-t,翻閱資料的過程 / 翻閱書籍 / 翻閱報紙的內容 / 翻閱雜誌的時間 / 翻閱教科書的頁面 / 翻閱期刊的資訊 / 翻閱舊信件的回憶 / 翻閱電子書的方式 / 翻閱手冊的說明 / 翻閱日記的回憶,"食譜, 日後, 相簿, 友"
739,煩悶焦躁。[例]眼看事情無法解決，心裡不免煩躁起來。,煩躁,心情不安而難以平靜。,Irritable and restless; feeling annoyed and uncomfortable due to stress or frustration.,看到天氣預報說明天會下大雨，他的心情頓時變得煩躁。 / 在繁忙的工作中，即使是小小的干擾也讓她感到十分煩躁。 / 和朋友聊了很多事情，但他們只談論她不在乎的話題，直到最後她感到很煩躁。 / 最近的噪音讓他晚上無法安靜入睡，整天心中都感到煩躁不安。 / 在等待公車的過程中，長時間的等候讓她開始感到煩躁。 / 突然接到工作上的緊急通知，他的心情立刻變得煩躁起來。 / 這本書的情節發展太慢，讓他在閱讀時不禁感到煩躁。 / 因為遇到技術問題無法解決， 他對自己的計畫感到越來越煩躁。  / 當家裡的孩子一直吵鬧時，她的耐心漸漸被磨光，感到十分煩躁。  / 在這場持續的會議中，重複的話題讓參與者感到煩躁不已。  / 看到同事亂七八糟的桌面，她無法專心工作，心中感到煩躁。,vs-i,煩躁不安 / 煩躁的情緒 / 感到煩躁 / 讓人煩躁 / 煩躁的心情 / 變得煩躁 / 煩躁的原因 / 心情變得煩躁 / 煩躁的狀態 / 煩躁的時候,
740,繁衍生殖。[例]海鳥多在無人的小島或偏遠的海邊繁殖後代。,繁殖,指生物產生後代的過程。,To reproduce or breed.,在春天，許多鳥類會回到原本的地方繁殖，牠們在樹上搭窩。 / 生物學家研究不同物種的繁殖行為，以了解牠們的生態系統。 / 每年的雨季，兩棲類動物會大量繁殖，這樣可以提高幼蟲的存活率。 / 繁殖的過程中，雄性動物往往會展現求偶行為來吸引雌性伴侶。 / 鯨魚的繁殖季節通常在寒冷的冬天，這樣牠們的幼崽可以在溫暖的水域成長。 / 繁殖的環境對動物的生存非常重要，必須有足夠的食物和安全的棲息地。 / 在極端氣候下，某些物種的繁殖率會下降，這使得牠們更容易面臨滅絕的危機。 / 繁殖場的管理者需要定期檢查動物的健康狀況，以確保繁殖的成功率。 / 在海洋中，魚類會在特定的時間和地點聚集，進行大量的繁殖行為。 / 繁殖的方式因物種而異，有些動物採取獨自繁殖，而有些則形成群體共同養育後代。 / 科學家發現，環境污染會嚴重影響某些動物的繁殖能力，使其後代數量大幅減少。,vp-i,繁殖的方式 / 繁殖的環境 / 繁殖季節 / 繁殖行為 / 繁殖的能力 / 繁殖的過程 / 繁殖的種類 / 自然繁殖 / 繁殖率 / 繁殖場,"幼, 異, 棲, 棲息, 因, 雨季, 幼蟲, 鯨魚, 生, 求偶, 崽"
741,阻礙。[例]違規停車對交通的流暢妨礙極大。,妨礙,阻礙他人或事物的正常進行，造成不便或困難。,To obstruct or hinder.,在會議上，某些人的情緒化發言妨礙了大家專注討論的心情。 / 如果你總是遲到，會妨礙團隊的進度和效率。 / 在圖書館裡，大聲交談會妨礙他人學習和專心。 / 言語上的誤解有時會妨礙朋友之間的良好關係。 / 環境亂會妨礙我們的工作效率。 / 亂停車常常妨礙交通，導致擁堵和延誤。 / 在公共場合打手機妨礙了他人安靜的環境。 / 低廉的產品質量如果沒有改善，將妨礙品牌的長期發展。 / 經常的干擾會妨礙孩子專心完成作業的能力。 / 不斷的政策變動妨礙了企業的正常運營和未來規劃。 / 辦公室零散的噪音會妨礙同事之間的有效溝通。,va-t,妨礙交通 / 妨礙工作 / 妨礙學習 / 妨礙溝通 / 妨礙進步 / 妨礙效率 / 妨礙發展 / 妨礙安全 / 妨礙關係 / 妨礙決策,"質量, 機, 運營, 零散, 打手, 停車, 擁, 期"
742,計畫。[例]對於這突發的狀況，我還沒有任何方案可因應。,方案,計畫的具體內容和步驟，通常用來解決某個問題或達成某個目標。,A plan or proposal.,我們需要一個方案來提升公司的效率。 / 計畫書中詳細列出了實施方案的每一個步驟。 / 對於這次的環保問題，政府已經提出了幾個可行的方案。 / 討論會上，專家們針對教育改進提出了多種方案。 / 在面對市場變化時，我們必須迅速調整方案以適應新環況。 / 在推動這項社會福利政策之前，市政府已完成方案的評估。 / 計畫的成功與否往往取決於方案的可行性和實施細節。 / 我們正在研究競爭對手的方案，以便制定更具優勢的策略。 / 在本次會議中，團隊提出了三個不同的方案來解決財務危機。 / 客戶對於我們提出的方案表示滿意，並希望儘快進行合作。 / 為了解決交通擁堵問題，市政府正在考慮實施新的交通管理方案。,n,一個方案 / 方案的目標 / 解決方案 / 行動方案 / 新的方案 / 改善方案 / 方案的實施 / 方案的評估 / 提出方案 / 採納方案,"環況, 計畫書, 市政府, 與否, 擁"
743,提防戒備。[例]最近小偷猖獗，我們要多加防備。,防備,提防和準備好應對可能發生的危險或意外。,To be on guard or defensive; to take precautions against potential threats or dangers.,我們在進行戶外活動時，必須防備突如其來的惡劣天氣。 / 在旅遊之前，做好防備措施可以減少意外事故的發生。 / 最近物價變高，我們要防備可能出現的經濟問題。 / 為了不被騙子利用，我們要時時刻刻提高防備意識。 / 針對即將來臨的颱風，我們需要儲備足夠的物資以增強防備能力。 / 在進行戶外活動時，必須防備突如其來的惡劣天氣。 / 為了確保比賽公正，裁判員必須防備選手的任何不當行為。 / 在社交場合，我們應該防備可能出現的人際衝突，以保持和諧氣氛。 / 當面臨重大的決策時，企業管理層必須防備潛在的風險和挑戰。 / 鑒於近期網路安全事件頻發，家庭用戶應提升防備措施以保護個人資料。 / 這位專家提醒大家，防備心理健康問題是維持良好生活品質的重要一環。,va-i,提高防備 / 加強防備 / 增加防備 / 防備措施 / 謹慎防備 / 隨時防備 / 防備意識 / 有效防備 / 做好防備 / 防備危險,"鑒, 近期, 增強, 時時刻刻, 頻"
744,剛剛、剛才。[例]他方才和同學約好了星期天一起溫習功課。,方才,剛剛發生或完成的事情。,Just now; a phrase indicating that something happened a moment ago.,我們方才討論了未來的計畫，現在需要進一步的決定。 / 方才的會議讓我了解到公司的新政策，這對我有很大幫助。 / 我方才在書店見到老朋友，真是意外的驚喜。 / 她方才接到通知，知道自己被錄取了，心情非常激動。 / 方才聽到新聞，原來我們的團隊獲得了第一名的好消息。 / 他方才告訴我這個消息，我們需要立刻做出反應。 / 我方才發現自己的手機不見了，急忙回到之前的地方查找。 / 方才的演講讓我對這個話題有了更深入的理解，十分感謝講者。 / 我方才收到客戶的回覆，確認了下周的會議時間。 / 方才和同事一起討論了項目的進展，發現還有很多工作要做。 / 我方才在咖啡店遇到了一位舊同學，聊了許久非常愉快。,adv,方才知道 / 方才發現 / 方才開始 / 方才結束 / 方才聽到 / 方才見到 / 方才接到 / 方才回覆 / 方才解釋 / 方才告訴,我方
745,使圖像、聲音等由小變大。[例]請把擴音機的音量放大些，好讓大家聽清楚。,放大,使圖像、聲音等由小變大。,"To enlarge or amplify an image, sound, or signal.",如果你把這張照片放大一些，細節會更加清晰。 / 他用顯微鏡放大細胞樣本，好讓研究更準確。 / 老師提醒我們，當觀察這幅畫時，應該放大某些部分來看得更仔細。 / 在這部電影中，拍攝大自然的場景時，影像放大了其壯麗的美。 / 昨晚的音樂會中，當歌手放大聲音時，觀眾們都非常驚嘆。 / 為了更好地準備報告，我需要將調查數據放大來仔細分析每一個細節。 / 科學家在實驗中，將化學反應的過程放大了數倍，以觀察反應的微妙變化。  / 這幅圖畫如果能放大展示，會讓觀眾更加感受到藝術家的用心。  / 設計師將產品的圖像放大，使潛在客戶能更清楚地看到每個細節。  / 在虛擬實境中，使用者可以隨意放大環境，探索每一個未知的角落。  / 導演希望在新片中利用特效，放大角色的情感，讓觀眾產生更深的共鳴。,vp-t,放大聲音 / 放大圖片 / 放大影像 / 放大細節 / 放大效果 / 放大檢視 / 放大畫面 / 放大錄音 / 放大技術 / 放大尺寸,"更, 昨晚, 新片, 效, 圖片, 境, 實, 壯麗"
746,房屋或土地方面的不動產。[例]由於經商失敗，他只好將房地產出售抵債。,房地產,房屋和土地等不動產的總稱。,Real estate; property consisting of land and buildings.,最近幾年，由於經濟的快速發展，國家的房地產市場出現了明顯的繁榮狀況。 / 他們準備在城郊購買一塊房地產，以便未來能夠興建別墅。 / 政府已經提出了一些政策，旨在幫助年輕人進入房地產市場，以實現他們的置業夢想。 / 這位房地產經紀人專門幫助客戶尋找理想的住宅，並提供專業的買賣建議。 / 在市中心的房地產價格不斷上升的情況下，許多人開始考慮在周邊地區購房。 / 由於供應不足，當地的房地產價格一直保持在高位，讓許多想購房的人感到壓力。 / 他們計劃明年進行一次大型的房地產投資，希望能在市場回暖時獲得收益。 / 最近，房地產行業經歷了一次重大的變革，許多新興公司進入市場，帶來了創新的商業模式。 / 居民們對於鄰近房地產開發項目的關注不斷增加，擔心會影響他們的生活品質。 / 這位專家在房地產市場方面的深入研究，讓他成為業內人士非常推崇的顧問。 / 房地產市場的動態變化，使得許多投資者不得不重新評估他們的投資策略。,n,房地產市場 / 房地產投資 / 房地產價格 / 房地產開發 / 房地產公司 / 房地產行業 / 房地產交易 / 房地產經紀人 / 房地產貸款 / 商業房地產,"暖, 型, 購, 城郊, 紀, 等不動產, 稱, 業, 周邊, 置業, 旨"
747,事先加以防備。[例]防範未然、多加防範,防範,事先加以防備，以避免可能發生的問題或危險。,To take precautions or make provisions in advance to prevent something undesirable from happening.,為了防範火災，我們應該定期檢查電線和電器設備。 / 學校舉辦消防活動，以防範突發的火災。 / 在旅遊前，了解當地的風險，可以有效防範意外事件的發生。 / 社區加強防範措施，降低偷盜事件發生的機率。 / 醫院制定嚴格的防範規範，以防範感染的風險。 / 政府發布新法令，防範網路詐騙，保護民眾的財產安全。 / 為了防範疫情擴散，民眾應該遵守衛生和防疫規定。 / 公司實施員工培訓，以提高防範職場事故的能力。 / 防範龍捲風的威脅，市政府已經發布了緊急避難指引。 / 在金融投資中，了解市場動態是防範損失的重要手段。 / 透過定期的安全檢查，企業可以有效防範潛在的安全隱患。,va-t,防範未然 / 防範措施 / 防範風險 / 防範意識 / 加強防範 / 有效防範 / 防範對策 / 防範能力 / 防範犯罪 / 防範攻擊,"疫情, 患, 龍捲風, 然, 市政府, 隱, 防疫"
748,似乎、好像、近似。[例]這個人我彷彿曾經見過。,彷彿,似乎、好像、近似的樣子。,"To seem, appear, or be like; used to indicate that something is likely or assumed.",在秋天的早晨，彷彿整個世界都被神秘的薄紗包裹著。 / 這首歌的旋律彷彿帶我回到了童年的時光。 / 他看著那幅畫，彷彿聽見了畫中故事的低語。 / 在那個熟悉的街角，我彷彿又看見了曾經的影子。 / 當她提起舊事時，彷彿能感受到當時的情景重現眼前。 / 當我在沙灘上漫步時，海浪的聲音彷彿在低聲訴說著古老的故事。 / 心中的那份回憶彷彿像清早的露珠，閃亮而又容易消失。 / 這本書的情節彷彿帶我進入了一場神奇的冒險。 / 在夜空下，我彷彿聽見了宇宙的秘密在耳邊輕聲說話。 / 當他們重聚時，彷彿時間從未在他們之間流逝過。 / 在那片遼闊的草原上，風吹過的瞬間彷彿帶來了自由的氣息。,adv,彷彿存在 / 彷彿看見 / 彷彿聽見 / 彷彿熟悉 / 彷彿記得 / 彷彿出現 / 彷彿了解 / 彷彿明白 / 彷彿知道 / 彷彿在夢中,"從未, 重聚, 夜空, 露珠, 薄紗, 提起"
749,放棄。[例]只要是他喜歡的電影，他從不放過。,放過,放棄追求或不再注意某事或某人。,To give up or let go.,在這次比賽中，選手們不會放過任何一個得分的機會。 / 她從來沒有放過學習新語言的機會，努力每天都練習。 / 他希望能放過那些讓他感到不快的過去，重新開始生活。 / 當朋友遇到困難時，他總是願意伸出援手，從不放過幫忙的機會。 / 這部電影的劇情非常吸引人，我絕對不會放過去電影院欣賞的機會。 / 他放過的情感讓他感到遺憾，但他知道必須向前看。 / 只要有機會，他就會放過過去的煩惱，專注於當下的快樂。 / 在這場討論中，每個人都不會放過表達自己看法的機會。 / 即使遇到挑戰，她也不會放過學習和成長的機會。 / 每當看到有趣的書籍，他都會立刻買下，絕對不放過閱讀的樂趣。 / 時間讓他放過那些曾經困擾他的問題，使他能夠輕鬆面對新生活。,va-t,放過的機會 / 放過的事情 / 不會放過他 / 絕對不放過 / 永遠不放過 / 放過你的心情 / 他放過的情感 / 放過的過去 / 別人會放過 / 時間讓我放過,得分
749,放手通過，不再追究。[例]這次放過你，下不為例。,放過,放手讓某人或某事過去，不再追究。,"To let go, pass, or excuse someone or something, indicating that there is no further pursuit or accountability.",這次比賽的失誤，我決定放過自己，不再過度自責。 / 老師告訴我們，要學會放過自己，不要因為一點小錯誤就懷疑自己的能力。 / 在忙碌的一天結束後，我告訴自己要放過今天的煩惱，明天再重新開始。 / 如果我們總是計較過去的事情，就很難放過自己，讓心靈獲得平靜。 / 他曾經犯過錯，但我告訴他，這次我會放過他，讓我們從這件事中學習。 / 在朋友之間，學會放過彼此的過失，可以讓友情更加深厚。 / 我以前一直對一件小事心煩不已，最後我決定放過自己，這樣心情輕鬆了很多。 / 每當我回想起過去的失敗，心裡都告訴自己，要學會放過那些不如意的回憶。 / 家人鼓勵我，不要因為過去的挫折而困擾，學會放過過去才能迎接新的機會。 / 她的話讓我明白，有時候放過自己，才能真正享受生活的美好。 / 面對困難，我試著放過那些讓我焦慮的想法，專注於當下的每一刻。,va-t,放過自己 / 放過彼此 / 放過事情 / 不要放過 / 讓我放過 / 放過過去 / 我們放過 / 你要放過 / 給你放過 / 他會放過,"自責, 失誤"
750,防衛保護。[例]防護措施、防護工程,防護,防衛和保護自身或他物，通常採取一定的措施或建設，以抵擋潛在的危險或傷害。,To defend and protect; measures or projects put in place to safeguard against threats or hazards.,在施工現場，工人們必須穿戴完整的防護裝備，以確保安全。 / 醫療人員在處理傳染病患者時，必須遵守嚴格的防護標準，防止病毒傳播。 / 政府呼籲民眾在疫苗接種期間，仍應持續佩戴口罩，以加強防護措施。 / 校園內設置了完善的防護系統，以保障學生和教師的人身安全。 / 每年，消防隊會舉辦防護訓練，讓市民學習如何自我保護。 / 在登山活動中，參加者必須了解路線的風險，並採取必要的防護措施，以避免意外。 / 環保志願者在清理海灘時，會佩戴防護手套，以保護自己免受污染物傷害。 / 為了提高工作效率，工廠內部安裝了防護網，防止工具掉落造成傷害。 / 學校定期組織安全演練，以提高學生對防護知識的認識和應對能力。 / 在野外探險之前，專家建議參加者準備必要的防護設備，確保安全。 / 設計師在規劃公共空間時，會考慮到防護設備的設置，以提高使用者的安全感。,n,防護措施 / 防護裝備 / 防護工程 / 個人防護 / 防護設備 / 防護標準 / 防護用品 / 強化防護 / 防護計畫 / 生物防護,"穿戴, 接種, 消防隊, 佩戴, 感, 內部, 物"
751,引火焚燒。《後漢書．卷七二．董卓列傳》：「亂兵入殿，掠宮人什物，傕又徙御府金帛乘輿器服，而放火燒宮殿官府居人悉盡。」《西遊記》第一六回：「只見那眾僧們搬柴運草，已圍住禪堂放火哩。」,放火,引火燒燬物品或場所。,To set fire to; to arson.,消防員趕到現場時，看到整個大樓都被放火燒得面目全非。 / 在新年期間，有人開始放火焚燒舊物，以祈求來年的平安。 / 鄰居報警後，警方迅速展開調查，查明是否有人故意放火。 / 感謝她及時撥打119，才沒有人因為放火而受到傷害。 / 他們為什麼要放火燒這片森林，造成環境如此嚴重的災害？ / 這起放火事件引起了社會的廣泛關注，警方加緊調查嫌疑人的身份。 / 放火的行為不僅破壞了財產，還對周圍居民的安全造成了威脅。 / 在野營時，有人不小心放火，導致一場大火蔓延到整個山區。 / 當地居民對於頻繁出現的放火事件感到非常恐慌，紛紛加強了自家的安全措施。 / 放火的嫌疑人終於被抓到，他將面臨重罰。 / 這名少年因為心懷不滿而故意放火，結果卻毀掉了自己的未來。,va-t/N,放火事件 / 放火的後果 / 放火的原因 / 放火行為者 / 放火的動機 / 放火的風險 / 放火嫌疑 / 放火罪名 / 放火現場 / 放火的影響,"警方, 毀, 引, 燒燬, 心懷, 野營, 物, 來年, 重罰, 119, 查明"
752,市街之間。[例]最近坊間出版了很多政治人物的傳記。,坊間,市街之間的地方。,Between streets; referring to the area or space in urban settings.,坊間對這部電影的評價兩極，讓觀眾看到之後有些失望。 / 坊間流傳著他們即將結婚的消息，讓不少粉絲感到驚訝。 / 最近坊間出現了許多關於新總統的討論，讓大家對未來政策充滿期待。 / 坊間的運動課程越來越受到歡迎，很多人希望能夠有更好的身材。 / 坊間的咖啡館提供多樣化的飲品，吸引了不少年輕人前來消費。 / 坊間傳出這位明星將參加新節目的消息，讓粉絲們十分期待他的表現。 / 最近坊間開始流行一種新的手機應用程式，許多人都紛紛安裝來試用。 / 坊間對這款新推出的遊戲評價很高，很多玩家都加入了遊玩。 / 隨著坊間對環保議題的關注增加，越來越多企業開始推出綠色產品。  / 坊間藝術展覽的開幕吸引了眾多文藝愛好者前來欣賞作品。  / 坊間的美食推薦讓這家餐廳的人氣飆升，客人總是排著長隊。,n,坊間傳聞 / 坊間消息 / 坊間評論 / 坊間研究 / 坊間文獻 / 坊間資訊 / 坊間活動 / 坊間出版 / 坊間期刊 / 坊間流行,"飲, 飆升, 試用, 市街"
753,放鬆。[例]自從他上了大學以後，父母對他的管教就放寬了。,放寬,對於某些規定或要求減輕、鬆開，使其不那麼嚴格。,To relax or loosen restrictive measures.,最近這個城市的旅行限制措施被放寬了，讓更多人能自由進出。 / 由於疫情逐漸好轉，政府計畫放寬對於經濟活動的管制。 / 父母決定放寬對孩子的使用電子產品的時間限制，希望能讓他們更輕鬆地學習。 / 在面對經濟危機時，許多國家的中央銀行開始放寬貨幣政策，以刺激經濟增長。 / 學校考慮放寬對學生考試的要求，讓大家減輕壓力。 / 政府放寬了對外國投資的限制，以吸引更多的資金流入市場。 / 隨著社會對環保意識的提高，一些企業開始放寬對傳統能源使用的依賴。 / 為了促進文化交流，最近學校的外語學習政策已經被放寬。 / 在疫情期間，許多健身房放寬了會員的續費條件，鼓勵大家恢復鍛煉。 / 鑒於居民對於停車規定的反應，市政府決定放寬某些區域的停車限制。 / 由於對於心理健康的重視越來越高，許多機構開始放寬對員工工作時間的要求。 / 醫院放寬了門診的掛號規定，希望能更好地服務廣大患者。,vp-t,放寬限制 / 放寬要求 / 放寬政策 / 放寬措施 / 放寬標準 / 放寬規定 / 放寬管教 / 放寬控制 / 放寬態度 / 放寬約束,"疫情, 鑒, 停車, 流入, 煉, 減輕鬆, 市政府, 鍛, 續費"
754,聽其自然，不加干涉。[例]就是因為當初對他太過放任，因此造成今天的後果。,放任,聽其自然，不加干涉。,To allow something to happen naturally without interference; to be permissive or indulgent.,在家長的放任下，孩子們變得不愛學習，整天只想玩遊戲。 / 當發現公司的管理出現問題時，負責人應該立即介入，而不是採取放任的態度。 / 有些青少年在放任自流的環境中，容易被壞朋友影響，做出錯誤的選擇。 / 在這個社會中，對於年輕人的放任自由，有時會造成意想不到的後果。 / 過度放任的教育方式，可能導致孩子缺乏自律和責任感。 / 過度放任會使孩子失去對社會規範的遵守意識，因此父母應加以引導。 / 在放任不管的情況下，團隊的合作效率大幅下降，導致項目進度緩慢。  / 面對環境污染的問題，政府如果採取放任的態度，將會對生態造成更大傷害。  / 許多家長因為工作繁忙，對孩子的教育採取放任策略，這對孩子的成長並不利。  / 在這種放任的文化氛圍中，人們對道德和法律的底線漸漸模糊了。  / 為了讓學生自主學習，學校有時過於放任，卻忽略了必要的指導和幫助。,vs-i,放任自流 / 放任不管 / 家長放任 / 放任自由 / 放任子女 / 過度放任 / 給予放任 / 放任行為 / 放任管理 / 放任發展,底線
755,拉開嗓門大聲的哭。[例]小明看不到媽媽，立即放聲大哭。,放聲大哭,拉開嗓門，大聲地哭。,"To cry out loudly and mournfully, usually due to distress or sadness.",小明在遊樂場迷路了，心中充滿恐懼，竟然放聲大哭。 / 當老師告訴班上要考試的消息時，學生們聽到後，有的難忍放聲大哭。 / 隨著美妙的音樂，指揮也忍不住放聲大哭，感受到音樂的力量。 / 她在朋友的婚禮上，感受到過往的點滴，竟然激動得放聲大哭。 / 在電視劇的感人橋段中，我也忍不住放聲大哭，眼淚止不住地流下來。 / 當長久未見的父母終於回到家中，孩子們高興得放聲大哭。 / 在動物收容所，看到小狗們渴望家的眼神，志工們忍不住放聲大哭。 / 當她聽到那位老方丈去世的消息，心中悲痛無比，立刻放聲大哭。 / 在街頭看到一位失去工作的小販，悲傷的故事讓路人也放聲大哭。 / 突然接到好友的壞消息，她在電話那頭放聲大哭，心中的痛苦無法抑制。 / 小孩因為跌倒受傷，疼痛讓他忍不住放聲大哭。 / 在慶祝派對上，看到朋友們的祝福，她感動得放聲大哭，心中充滿了感激。,va-i,小孩放聲大哭 / 突然放聲大哭 / 痛苦放聲大哭 / 忍不住放聲大哭 / 聽到消息放聲大哭 / 因為失去放聲大哭 / 難忍放聲大哭 / 見到媽媽放聲大哭 / 無助放聲大哭 / 大雨中放聲大哭,"友, 遊樂, 方丈, 明, 忍不住"
756,防護和保衛。[例]軍事禁地防衛森嚴，閒人莫入。,防衛,防護和保護，確保安全。,To defend and safeguard against threats or attacks.,保障國民安全的防衛措施必須持續投入資源，加強科技的發展。 / 軍隊的防衛能力必須不斷提升，以應對日益複雜的國際局勢。 / 民眾的參與對於國家防衛來說是不可或缺的，因為團結能增強整體實力。 / 防衛的策略需根據環境而調整，以確保能有效降低潛在風險。 / 舉辦國防教育推廣活動，有助於提升年輕人的防衛意識，確保國家未來的安全。 / 國家防衛的任務不僅限於軍事行動，還包括情報的收集和分析，以防範潛在威脅。 / 強化防衛機制能有效增強對外部挑戰的抵抗力，確保國家和平與穩定。 / 在當前形勢下，創新防衛科技是提升軍事能力的關鍵，必須引起重視。 / 加強國際合作，是現代防衛策略的重要一環，能有效應對全球性的安全問題。 / 防衛的重要性不僅體現在戰爭中，更在於和平時期的預防與準備。 / 每個市民都應該理解防衛的概念，因為維護社會安全需要大家共同努力。,n,一個防衛措施 / 防衛的能力 / 國家防衛 / 加強防衛 / 防衛的重要性 / 強化防衛機制 / 防衛的策略 / 防衛的力量 / 提高防衛能力 / 社會防衛,"有助, 增強"
757,各方向的位置，如東、南、西、北四方向為基本方位。[例]燈塔為航行船隻指引方位。,方位,各方向的位置，如東、南、西、北四個方向為基本方向。,"A position or direction in relation to a reference point, typically referring to the cardinal directions (north, south, east, west) and their intermediate points.",精確的方位能幫助我們在地圖上找到正確的位置。 / 在旅行中，我經常使用指南針來確認我的方位。 / 為了安全，我們需要知道每個建築物的方位和高度。 / 當我們在山中迷路時，確定方位非常重要，否則會走更遠的路。 / 他在公園的北邊有一個小水塘，正好位於樹林的方位中央。 / 地圖的方位標示非常清楚，幫助我們找到想去的景點。 / 在野外探索時，學會辨認星星的方位可以引導我們回家。 / 每當我感到迷茫時，望向遠處的指示可以幫助我找到正確的方位。 / 使用手機的GPS功能，可以迅速確認我的行駛方位。 / 在海上航行時，船長必須時刻注意風的方位，以確保安全航行。 / 在我們挖掘古物的時候，記錄每個物品的方位是很重要的，這能幫助我們了解它的歷史。,n,正確的方位 / 基本方位 / 確定方位 / 測量方位 / 方位標誌 / 觀察方位 / 精確的方位 / 各種方位 / 分析方位 / 找到方位,"古, 東南西北, 指南針, 望, GPS, 迷茫, 水塘, 遠處, 北邊"
