word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
賞賜,6805,賞賜的財物。[例]古代有的將領在班師回朝後，大多會獲得君王豐厚的賞賜。,"Rewards or gifts bestowed as favors, typically in the form of wealth or assets.",賞賜的財物，通常由君王或上級給予下級，表示鼓勵或獎勵。,古代的將軍因為打勝仗，常常能獲得君主的賞賜。 / 在古代，士兵們期待著戰後的賞賜，以激勵他們奮勇作戰。 / 君王的賞賜不僅是物質的財富，還代表著對忠臣的極高榮耀。 / 大家都知道，得到賞賜的秘訣在於服務國家所做的貢獻。 / 一些文人學士所期待的賞賜，往往還包括名譽和地位的提升。 / 在戰爭結束後，將領們都期待著從皇帝那裡領受豐厚的賞賜。 / 士族子弟經常以科舉考試的獲勝作為獲取賞賜的途徑。 / 古時候，賞賜通常由君王親自頒發，以表彰勇敢作戰的英雄。 / 戰場上，將士們奮力拼搏，就是為了能夠得到賞賜的機會。 / 在朝廷上，官員們也時常會因為優秀的政績而受到賞賜和升遷。 / 農民們希望通過勤奮耕作，最終能夠獲得來自官府的賞賜和嘉獎。,n,豐厚的賞賜 / 獲得賞賜 / 領受賞賜 / 受到賞賜 / 君王的賞賜 / 贈予賞賜 / 大量的賞賜 / 重大的賞賜 / 期待賞賜 / 享受賞賜,shǎngcì,ˇㄕㄤˇㄘˋ,"君王, 搏, 戰後, 士族, 嘉獎, 勝, 予, 古時候"
商談,6806,商議談論。[例]兩國部長商談關稅的降幅，預料將有重大決定。,"To negotiate or discuss terms, typically in a business context.",商議和討論某個事項，通常涉及多方意見和建議。,這次商談的主題主要是討論雙方未來的合作計畫。 / 雙方在商談中達成了一致，共同簽訂了合作協議。 / 在商談之前，他們進行了充分的市場調查，以便更好地了解對方的需求。 / 商談的過程中，雙方都表達了對未來合作的期待。 / 經過幾次商談後，他們最終決定建立長期的合作關係。 / 員工們在商談準備會上，詳細介紹了公司的技術優勢和產品特色。 / 今天的商談將決定是否進一步推進這個投資項目。 / 雙方在商談中探討了各自的優勢，希望能夠尋找最佳的合作模式。 / 成功的商談不僅需要良好的溝通技巧，還需要對細節的仔細把握。 / 在商談結束後，雙方對未來的發展充滿信心，期待再次見面討論。 / 商談的內容涵蓋了市場趨勢和行業挑戰，雙方對商談需求的配合深感興趣。,va-t/N,商談內容 / 商談結果 / 商談時間 / 商談地點 / 商談協議 / 商談對象 / 進行商談 / 成功商談 / 商談需求 / 商談方案,shāngtán,ㄕㄤˉㄊㄢˊ,期
傷透,6807,,To be deeply saddened or hurt; extremely grieved.,傷透是形容心裡非常難過，或受到很大的傷害，心情到達極點。,聽到他和別人約會的消息，我瞬間就傷透了心。 / 她這次的決定讓我傷透了信任，不知道還能不能繼續做朋友。 / 我本以為我們的感情穩固，但他的背叛真的讓我傷透了。 / 朋友的謊言讓我感到失望，傷透了我對友情的期待。 / 每當回想起過去的種種，我都忍不住感到傷透了的痛楚。 / 他沒有珍惜我的愛，結果卻讓我傷透了心。 / 這次的誤會實在太嚴重，讓我感到傷透了對他的理解。 / 我以為時間能治癒一切，但卻發現心裡仍然傷透了。 / 聽到那個消息時，我感到一陣寒意，真是傷透了我的心。 / 她的離開讓我無法釋懷，心裡始終感到傷透了的悲傷。 / 這樣的結果讓我傷透了，曾經的美好回憶如今變得如此沉重。,vs-adj,我傷透了心 / 他傷透我的感情 / 朋友傷透了我的信任 / 她傷透了自己的心 / 這件事讓我傷透了 / 你怎麼能這樣傷透我 / 他真的傷透了她的心 / 我傷透了對他的愛 / 真是傷透了我的心 / 這樣的結果讓我傷透,shāngtòu,ㄕㄤˉㄊㄡˋ,能不能
上尉,6808,現行陸、海、空軍軍階的一級。位在少校之下、中尉之上。[例]舅舅為職業軍人，是一位陸軍上尉。,"A captain (military rank) in the armed forces, ranking below a major and above a lieutenant.",現行陸、海、空軍軍階的一級，位於少校之下、中尉之上。,軍隊中的上尉負責指揮小隊，這樣的角色對於培養士兵的合作精神非常重要。 / 每當出現緊急狀況時，上尉都必須迅速做出決策，以確保任務的成功。 / 他剛剛獲得上尉的軍階，這對他的職業生涯是一個重要的里程碑。 / 在很多國家，上尉通常會參與計劃和執行各種訓練任務。 / 她的父親曾是一名海軍上尉，經常和她分享他在海上的冒險故事。 / 陸軍上尉需要具備良好的領導能力，以確保部隊的高效運作。 / 在戰術會議上，上尉分享了他的見解，幫助提升了整個團隊的作戰效率。  / 他們正在為即將到來的晉升儀式準備，上尉的晉升將激勵更多的士兵努力向上。  / 在和平時期，上尉的主要任務是進行部隊的日常管理和戰備檢查。  / 每位上尉都必須定期參加專業培訓，以保持他們的技能與時俱進。  / 上尉的職責包括制定訓練計劃，確保士兵們能夠掌握必要的戰鬥技能。,n,上尉職務 / 上尉軍官 / 上尉晉升 / 上尉服役 / 上尉待遇 / 上尉職位 / 上尉指揮 / 陸軍上尉 / 空軍上尉 / 海軍上尉,shàngwèi,ㄕㄤˋㄨㄟˋ,"效, 戰備, 陸海, 尉"
上校,6809,現行陸海空軍中校官軍階的最高級。位在中校之上、少將之下。[例]李叔叔明年就要升上校了。,"A colonel; the highest rank of the current army, navy, and air force in the military rank system, situated above the rank of lieutenant colonel and below the rank of major general.",現行陸海空軍中校官軍階的最高級，位於中校之上、少將之下。,上校在軍隊中負責指揮和管理，對部隊的運作至關重要。 / 最近，上校主持了一場關於戰略部署的會議，以提高作戰效率。 / 上校在前線經歷過多次挑戰，獲得了部隊的高度敬重。 / 這位上校的計劃不僅提升了士兵的士氣，也增強了團隊的凝聚力。 / 每當部隊迎來新兵，上校總會親自上陣，鼓勵他們勇敢面對挑戰。 / 上校晉升後，肩負更大的責任，必須帶領隊伍迎接新的任務。 / 上校計畫帶領部隊進行為期三個月的訓練，以提升戰鬥能力。 / 在一次國際軍事交流中，上校展示了本國的戰術優勢，引起了與會者的關注。 / 上校的部隊最近完成了一項重要的和平維持任務，贏得了國際社會的讚譽。 / 作為上校，他深知持續學習的重要性，定期參加專業研討會以提升自我。 / 上校提醒大家，無論任務多麼艱巨，團隊合作始終是成功的關鍵。 / 在上校的帶領下，部隊以優異的表現，成功完成了這次艱鉅的演習任務。,n,上校軍官 / 一位上校 / 上校職務 / 上校晉升 / 上校指揮 / 上校領導 / 上校人員 / 上校的部隊 / 上校的任務 / 上校軍銜,shàngxiào,ㄕㄤˋㄒㄧㄠˋ,"迎, 新兵, 士氣, 陸海, 校官, 研討, 艱巨, 校, 肩負, 校軍"
賞心悅目,6810,因欣賞美好的事物而心情舒暢。[例]此地山水一色，風景絕佳，令人賞心悅目。,"Pleasant to the heart and eyes; referring to things that are beautiful and enjoyable, leading to a feeling of happiness and contentment.",因為欣賞美好的事物而感到心情舒暢。,春天的花朵盛開，讓整個村莊看起來賞心悅目。 / 每年夏天，海邊的夕陽總是美得讓人賞心悅目，吸引許多遊客前來欣賞。 / 在這間畫廊裡，展出的作品賞心悅目，讓人忍不住多停留一會兒。 / 這部電影的畫面和音樂搭配得宜，令人感到賞心悅目，十分放鬆。 / 這個公園規劃得宜，綠樹成蔭，環境賞心悅目，是散步和休閒的好去處。 / 秋天的楓葉在陽光下閃爍著色彩，整個景色賞心悅目，讓人流連忘返。 / 農田裡的金黃色稻穀搖曳著，讓人感受到一幅賞心悅目的田園風光。 / 這次音樂會的表演者技藝高超，每一首樂曲都讓觀眾感到賞心悅目和愉悅。 / 在冬天的早晨，白雪覆蓋了大地，景色格外賞心悅目，彷彿置身於童話世界。 / 這幅壁畫展現了獨特的藝術風格，令人賞心悅目，饒富創意。 / 這個設施的設計不僅實用，同時也非常美觀，環境賞心悅目，讓人感到舒適放鬆。,idiom,風景賞心悅目 / 景色賞心悅目 / 環境賞心悅目 / 作品賞心悅目 / 色彩賞心悅目 / 藝術賞心悅目 / 旅遊賞心悅目 / 活動賞心悅目 / 設計賞心悅目 / 鳥語花香賞心悅目,shǎngxīn yuèmù,ㄕㄤˇ ㄒㄧㄣ ㄩㄝˋ ㄇㄨˋ,"楓葉, 流連忘返, 稻穀, 成蔭, 遊客, 白雪, 鳥語花香, 農田, 畫廊, 壁畫, 金黃, 展"
上漲,6811,水位或物價升高。[例]颱風過境，蔬果的價格又要上漲了。,To rise or increase in level or price.,水位或物價升高。,由於石油價格的上漲，交通費用也隨之增加。 / 隨著房地產市場的需求上漲，許多年輕人都無法負擔購房的壓力。 / 為了應對物價上漲，政府決定提高最低工資標準。 / 颱風過後，市場上的新鮮蔬菜價格上漲了不少。 / 今年夏季，由於極端氣候，農作物減產，導致食品價格上漲。 / 受通貨膨脹影響，居民生活成本上漲，讓許多人感到壓力倍增。 / 在國際市場競爭加劇的情況下，某些原材料的價格上漲，使得企業成本上升。 / 當地的租金持續上漲，這讓許多學生陷入了居住困難的境地。  / 近年來，由於環保政策的推動，清潔能源的需求上漲，帶動了相關市場的發展。  / 隨著科技的不斷進步，高端電子產品的價格雖然有上漲，但仍然受到消費者的青睞。  / 全球疫情的影響，使得運輸成本上漲，進而影響到各國之間的貿易。,vp-i,物價上漲 / 房價上漲 / 股價上漲 / 經濟上漲 / 利率上漲 / 成本上漲 / 消費者物價上漲 / 薪資上漲 / 生活成本上漲 / 不動產上漲,shàngzhǎng,ㄕㄤˋㄓㄤˇ,"購, 隨, 原材料, 水位, 疫情, 減產, 加劇"
上陣,6812,上戰場打仗。後亦引申為參與某種競賽或活動。[例]下一場比賽，輪到誰上陣？,To go into battle; to participate in a competition or activity.,參加戰爭或比賽，努力投入全力。,選手們在比賽前摩拳擦掌，準備上陣爭取榮耀。 / 在這次運動會中，學生們都積極參加，希望能上陣為班級爭光。 / 演藝圈的新秀們也希望能夠被選中上陣，爭取在電影中大展身手的機會。 / 每年的馬拉松比賽，跑者們都全力以赴，勇敢上陣挑戰自我。 / 戰士們經過嚴格訓練，終於到了上陣捍衛和平的時刻。 / 在籃球比賽中，教練決定讓新隊員上陣，給他們一個展示實力的機會。 / 音樂競賽的參賽者們都精心準備，希望能在舞台上上陣贏得觀眾的掌聲。 / 當學校召開辯論賽時，學生們踴躍報名，希望能上陣展現自己的口才。 / 在這次烹飪比賽中，廚師們紛紛上陣，力求讓自己的菜品獲得評審的青睞。 / 隨著比賽時間的臨近，隊伍中的每一位成員都感受到責任，準備上陣迎接挑戰。 / 在去年的科學展覽中，許多青少年上陣展示他們的創意和研究成果。,va-i,上陣打仗 / 上陣比賽 / 上陣參加 / 上陣出戰 / 上陣上場 / 士兵上陣 / 一起上陣 / 準備上陣 / 大家上陣 / 誰來上陣,shàngzhèn,ㄕㄤˋㄓㄣˋ,"馬拉松, 賽, 參賽, 爭光, 演藝圈, 者, 摩拳擦掌, 新秀, 展"
勺,6813,量詞：(1)計算容量的單位。公制一勺等於百分之一公升。亦稱為「公勺」。　(2)計算勺子容裝物的單位。[例]一勺水,"A spoon; a utensil with a rounded end, used for serving, stirring, or eating.",量詞：用來計算容量的單位。公制一勺等於百分之一公升。亦稱為「公勺」。也用來計算勺子所容裝的物品。,她在湯裡放了一勺鹽，以增添味道。 / 每次做餅乾時，我都需要一勺糖來調味。 / 昨晚的晚餐，他竟然只吃了一勺飯就飽了。 / 我拿了一勺冰淇淋，享受著甜美的滋味。 / 當我煮粥時，會加一勺蜂蜜讓它更加香甜。 / 一勺醬油淋在菜上，讓這道菜更加美味可口。 / 他用一勺咖啡粉，泡出了一杯香濃的咖啡。 / 每當我做沙拉，都會加上一勺橄欖油來提升風味。 / 這道湯如果再加一勺辣椒醬，會更加開胃。 / 她用一勺酸奶，搭配水果做成了美味的早餐。 / 朋友推薦我在蛋糕裡加一勺杏仁粉，味道會更濃郁。,m,一勺糖 / 一勺鹽 / 一勺水 / 一勺醬油 / 一勺油 / 兩勺醬 / 小勺咖啡 / 三勺牛奶 / 一勺汁 / 一勺醋,sháo,ㄕㄠˊ,"容量, 容裝, 勺子, 奶, 百分之一, 香甜, 橄欖油, 公勺, 昨晚, 量詞"
少婦,6814,稱年輕已婚的婦人。[例]才幾年不見，她已是結婚生子的少婦了。,A young married woman.,年輕已婚的婦人。,她的朋友們都稱讚她嫁給那麼支持她的丈夫，讓她成為美麗幸福的少婦。 / 許多年輕的少婦在產後開始嘗試重拾自己的事業。 / 在這個社區裡，年輕的少婦們經常聚在一起分享育兒的經驗。 / 她的笑容如春風般溫暖，讓人生出對這位少婦的好感。 / 在午後的陽光下，這位新婚的少婦來到了公園散步，享受屬於自己的悠閒時光。 / 幸福的少婦在社交媒體上分享了她和丈夫的甜蜜生活點滴。 / 這位充滿智慧的少婦總是能夠給朋友們提供實用的生活建議。 / 在節日的慶典上，年輕的少婦們跳起了傳統的舞蹈，展現了她們的活力與魅力。 / 當她看到孩子們玩耍時，那位善良的少婦忍不住微笑，心中充滿了溫暖。 / 這位獨立的少婦，無論是在工作還是生活中，都展現了令人敬佩的堅強和勇氣。 / 聰明的少婦利用閒暇時間學習新技能，讓自己在婚後的生活中更加充實。,n,年輕的少婦 / 幸福的少婦 / 聰明的少婦 / 美麗的少婦 / 新婚的少婦 / 溫柔的少婦 / 漂亮的少婦 / 獨立的少婦 / 有孩子的少婦 / 婚後的少婦,shàofù,ㄕㄠˋㄈㄨˋ,"重拾, 春風, 午後, 新婚, 婚後, 育兒, 產"
燒毀,6815,以火焚燒使澈底毀壞。[例]那場火災燒毀了兩棟民房。,To burn down; to be completely destroyed by fire.,以火焚燒使物品完全毀壞。,大火燒毀了整個工廠，造成了巨大的經濟損失。 / 這場火災燒毀了數十棵樹木，讓當地的生態環境受到嚴重影響。 / 消防員奮力搶救，幸好未有關鍵設備燒毀，讓業務能順利營運。 / 警方在調查時發現，燒毀的車輛中還有些重要的證據，對案件調查十分關鍵。 / 燒毀的倉庫內原本存放著珍貴的藝術品，讓主人感到無比心痛。 / 整個村莊的房屋因火災而燒毀，當地居民面臨著失去家園的困境。 / 在那次意外中，實驗室的設備被火焰燒毀，科學家們不得不從頭再來。 / 燒毀的農田使得當地的農民損失慘重，生計受到很大威脅。 / 這座歷史遺址因火災而燒毀，讓許多遊客感到遺憾與哀痛。 / 燒毀的文獻讓研究人員難以追溯歷史，造成了學術上的重大損失。 / 這場大火燒毀了重要的檔案資料，讓企業在調查中遇到了前所未有的困難。,vp-t,燒毀的建築物 / 燒毀的房屋 / 燒毀的文件 / 燒毀的證據 / 燒毀的財物 / 燒毀的倉庫 / 燒毀的車輛 / 燒毀的工廠 / 燒毀的森林 / 燒毀的遺址,shāohuǐ,ㄕㄠˉㄏㄨㄟˇ,"遊客, 農田, 存放, 警"
少校,6816,,A military rank equivalent to a major.,少校是一種軍階，通常在中尉之上，上校之下。,少校在軍隊中負責指揮小型部隊，確保任務順利完成。 / 在軍事學院，少校們分享他們的實戰經驗，幫助新兵了解戰鬥的挑戰。 / 每年，少校們都會參加升遷儀式，以表彰他們在軍中的貢獻。 / 這位少校以其優秀的領導才能，贏得了士兵們的尊敬和信任。 / 在國防演習中，少校必須快速做出決策，以應對突發的狀況。 / 少校的職責之一是培訓年輕軍官，確保他們能夠承擔更大的責任。 / 當少校接到新的任務時，他立即召集部隊進行戰略研討。 / 少校在指揮中心分析敵情，並制定有效的作戰計劃。 / 在和平維和任務中，少校們展現了卓越的外交技巧，促進了各國之間的合作。 / 軍事歷史課程中，少校們將介紹過去戰役中的戰略與戰術。 / 隨著科技的發展，少校必須不斷學習新技能，以適應現代戰爭的需求。,n,少校的職責 / 少校的軍服 / 少校的命令 / 少校及其部隊 / 少校與上校 / 少校的貢獻 / 少校的指揮 / 管理少校 / 當少校 / 少校的軍事經驗,shǎojiào,ˇㄒㄧㄠˇ,"型, 敵情, 軍服, 新兵, 維, 研討, 尉, 校, 實"
少之又少,6817,,Extremely few; a phrase indicating that something is in very limited quantity or occurrence.,數量極少，幾乎沒有。,在這個小村庄，願意幫助別人的人少之又少。 / 在大城市裡，真正的朋友少之又少，很多人都忙於自己的工作和生活。 / 這一類專家在行業中少之又少，找到合適的人來協助研究非常困難。 / 受到大自然保護的動物，特別是珍稀物種，數量少之又少，需要我們共同努力來拯救。 / 市面上，符合這個標準的產品少之又少，取而代之的是許多低品質的替代品。 / 台灣的成果大於預期，願意投資的人少之又少。 / 在競爭激烈的行業中，屬於這種評價的公司少之又少，因此成功機會微乎其微。 / 每年能夠獲得這種獎學金的學生少之又少，這使得申請者都非常珍惜這個機會。 / 他在這項技術上的造詣少之又少，讓人對他的專業能力感到震驚。 / 在當前的經濟環境下，這類創業成功的案例少之又少，讓許多投資者感到擔憂。 / 在這場比賽中，能夠達到滿分的選手少之又少，這種情況少之又少，競爭格外激烈。,idiom,他的經驗少之又少 / 資源少之又少 / 人才少之又少 / 這種情況少之又少 / 獲得的機會少之又少 / 願意幫助的少之又少 / 相關的資料少之又少 / 合作的夥伴少之又少 / 了解的程度少之又少 / 明瞭的證據少之又少,shǎo zhī yòu shǎo,ˇㄕㄠˉ ㄓ ㄧㄡˋ ˇㄕㄠˉ,"村庄, 極少, 珍稀"
稍作,6818,,To take a short break or pause.,「稍作」指的是短時間內進行某種行為，通常意味著稍微進行或調整。,在這次會議上，我們需要稍作討論，看看如何解決目前的問題。 / 他在完成報告後，稍作校對，以確保沒有錯誤。 / 這道數學題有點困難，我們可以稍作思考，再提出解決方案。 / 在旅行之前，我們應該稍作計劃，確保行程順利。 / 照顧完寵物後，我得稍作休息，恢復體力。 / 這篇文章讀起來有些不流暢，我稍作修改後再發給你。 / 在開始新項目之前，我們需要稍作研究，了解市場需求。 / 她在演講前稍作準備，以增強自信心。 / 當我看到朋友的消息時，稍作回覆後就繼續忙我的工作。 / 他們在比賽前稍作熱身，以防止受傷。 / 我們在進行這次調查時，應該稍作考慮，確保問題設計合理。,va-i,稍作休息 / 稍作調整 / 稍作考慮 / 稍作整理 / 稍作修改 / 稍作安排 / 稍作分析 / 稍作回顧 / 稍作展示 / 稍作思考,shāo zuò,ㄕㄠ ㄗㄨㄛˋ,"校, 熱身, 些"
設防,6819,存有戒備之心。[例]他認為人與人之間應該真誠相待，所以對周圍的人毫不設防。,To be guarded or defensive; to have a mindset of caution and readiness against potential threats.,心中保持警覺，對他人或事物存有戒備。,為了避免上當受騙，他對網路上的陌生人始終保持設防的態度。 / 在這個充滿不確定性的時代，人們對周圍的環境採取設防措施，確保自身安全。 / 他認為在感情中過度設防會影響彼此的信任，因此努力讓自己放鬆心情。 / 每當出門旅行，她都會仔細研究目的地的安全問題，心中保持設防的警覺。 / 為了防止資產受損，企業在與合作夥伴談判時會設防，仔細檢查所有合約條款。 / 在社交場合，她對第一次見面的朋友保持設防，以免被人利用。 / 由於最近新聞報導了許多偷竊事件，居民們都開始設防，增強了家庭的安全防範措施。 / 他在工作中對於不熟悉的項目始終設防，以確保不會因疏忽而造成重大損失。 / 為了應對潛在的風險，金融機構在制定投資策略時需設防，謹慎評估每一項投資機會。 / 在這場疫情中，人們對公共場所始終設防，佩戴口罩和保持距離以保護自己和他人。 / 對於網路安全的威脅，企業必須提高設防意識，定期進行系統檢查來防範潛在的攻擊。,va-t,設防措施 / 設防意識 / 設防能力 / 設防方式 / 設防機制 / 設防系統 / 設防對策 / 設防策略 / 提高設防 / 落實設防,shèfáng,ㄕㄜˋㄈㄤˊ,"設, 防, 疫情, 佩戴"
社稷,6820,本指土神和穀神。後用來泛稱國家。[例]民為貴，社稷次之，君為輕。（《孟子．盡心下》）,"A term referring to the country as a whole, originally denoting the deities of the land and grain.",本來指的是土地神和穀物神，後來泛指國家和政權。,社稷的安危與人民的幸福息息相關。 / 在風雨飄搖的時刻，守護社稷的責任更加重大。 / 我們應該把社稷的利益放在首位，為了未來的和平努力。 / 社稷的穩定需要每一位公民的共同努力與奉獻。 / 知識分子應該關心社稷的命運，發表有利於社稷的言論。 / 在國家面臨危機時，忠於社稷的行動顯得尤為重要。 / 為了社稷的繁榮，我們必須團結一致，共同克服挑戰。 / 在歷史的轉折點，許多英勇之士挺身而出，捍衛社稷的尊嚴。 / 教育是強化社稷根基的關鍵，未來的希望寄託於年輕一代。 / 忘記社稷之恩將導致歷史的重演，因此我們應該謹記前人的教誨。 / 為了保障社稷的長期安全與安定，我們需要建立健全的法律體系。,n,社稷安定 / 社稷興亡 / 社稷之重 / 社稷之福 / 社稷為重 / 保障社稷 / 忠於社稷 / 服務社稷 / 社稷的未來 / 社稷的利益,shèjì,ㄕㄜˋㄐㄧˋ,"政權, 知識分子, 福, 尤, 風雨飄搖, 稷, 社稷社, 恩, 謹記, 期, 士"
涉獵,6821,對學問、書籍或其他事物，只做粗淺的認識，而未深入鑽研。[例]他雖主修鋼琴但對傳統樂器亦涉獵極廣。,To have a superficial understanding or knowledge about a subject; to dabble or have a cursory involvement in various fields.,對學問、書籍或其他事物，僅做粗淺的認識，而未深入鑽研。,他對音樂的涉獵不僅限於古典音樂，還包括現代流行樂曲。 / 她雖專攻生物學，卻涉獵過物理學和化學，因此能夠對科學有整體的認識。 / 雖然他主要從事文學創作，卻也涉獵歷史和哲學，使得他的作品更具深度。 / 這位畫家的藝術涉獵範圍極廣，從油畫到水彩，甚至到雕塑都有所嘗試。 / 他對外語的涉獵讓他能夠與來自不同國家的人進行交流。 / 我涉獵了不少科學知識，特別是物理和化學，讓我在學術上有更全面的理解。 / 雖然她是全職的心理學家，但對社會學的涉獵讓她在專業領域中更加游刃有餘。 / 他涉獵的科技領域包括人工智慧、大數據和區塊鏈，顯示出他對未來科技的熱衷。 / 這位音樂評論家的涉獵使她能夠從多角度分析和評價不同類型的音樂作品。 / 他的寫作風格獨特，因為他涉獵了多種文學流派，從詩歌到散文都有所涉獵。 / 我對各種文化的涉獵知識不僅開闊了我的視野，還讓我更深刻地理解人類的多樣性。,vs-t,涉獵知識 / 涉獵領域 / 涉獵書籍 / 涉獵學問 / 涉獵興趣 / 涉獵範疇 / 涉獵文化 / 涉獵技能 / 涉獵經驗 / 涉獵話題,shèliè,ㄕㄜˋㄌㄧㄝˋ,"區塊, 粗淺, 游刃有餘, 流派, 水彩, 鏈"
社論,6822,報章雜誌對時事所作的評論。除了解釋、批判之外，還可提出主張。[例]今天各家報紙都刊載了有關選舉的社論，內容都相當精彩。,"An editorial; a commentary on current events published in newspapers and magazines, presenting explanations, critiques, and positions.",報章雜誌對時事所作的評論，通常包括解釋、批判以及提出主張。,今天的社論提到，政府應該加強對環境保護的投入，以改善日益惡化的氣候問題。 / 每當社論中提出對教育改革的建議時，社會各界都會熱烈討論。 / 這篇社論分析了當前經濟形勢，並警告可能出現的風險。 / 各大報紙的社論在評價這次外交事件時，觀點卻顯得截然不同。 / 這位專家的社論闡明了科技發展對於傳產轉型的重要性。 / 今天各家報紙都刊載了有關選舉的社論，內容都相當精彩。 / 社論中指出，文化多樣性對於社會發展具有極大的積極影響。 / 這則社論提醒我們，公共衛生問題需要引起更多的重視與行動。 / 在討論今年的氣候峰會時，社論特別強調了國際合作的重要性。 / 網路媒體的社論對於新興技術的倫理問題提出了具有啟發性的見解。 / 各家社論都呼籲政府加強對弱勢群體的關注，以促進社會的公平正義。,n,各家社論 / 重要社論 / 時事社論 / 社論內容 / 社論觀點 / 社論立場 / 社論主張 / 刊載社論 / 深入的社論 / 獨到的社論,shèlùn,ㄕㄜˋㄌㄨㄣˋ,"峰, 報章, 產"
赦免/赦,6823,免除罪犯應受的懲罰。[例]因為他殺敵有功，朝廷赦免了他的罪。,"To pardon or grant amnesty, absolving a person from punishment for an offense.",免除罪犯應受的懲罰。,這位囚犯因年老多病，獲得了政府的赦免，提前出獄。 / 在和平協議簽署後，兩國決定對部分人員進行赦免，以促進和解。 / 赦免的過程需要經過嚴格的審查，以確保每個案例都符合條件。 / 因為他的良好表現，監獄當局考慮對他進行部分時間的赦免。 / 在戰爭結束後，許多國家選擇對戰犯進行有限度的赦免，以減少社會動盪。 / 赦免的決定讓許多家庭重燃了希望，期待團聚的日子早日來臨。 / 在國慶日，總統發表演講，宣布對某些輕罪犯實施赦免，表達對人民的關懷。 / 隨著社會對再犯者的寬容度提高，越來越多的人開始申請司法赦免。  / 這名犯人因悔過自新，得到了法官的推薦，最終獲得了赦免的機會。  / 赦免令的發布，旨在鼓勵社會各界對改過自新的人員給予更多支持。  / 由於過去的錯誤，國家對某些歷史遺留問題進行了全面的赦免，促進了社會和諧。,vp-t,赦免罪行 / 赦免條件 / 赦免申請 / 赦免令 / 罪犯得到赦免 / 受到赦免 / 赦免程序 / 依法赦免 / 赦免決定 / 全面赦免,shèmiǎn/shè,ㄕㄜˋㄇㄧㄢˇ/ㄕㄜˋ,"改過自, 悔, 國慶日, 年老, 依法, 戰犯, 旨, 重燃"
射殺,6824,用槍、箭殺害。[例]射殺保育類動物是違法的行為。,To shoot and kill with a gun or arrow.,用槍或箭殺害人或動物。,用槍射殺動物是違法的，違法者都會受到法律的制裁。 / 如果有人在動物保育區內射殺保育類動物，那麼他必須面對最高法律的懲罰。 / 這名獵人被控射殺了幾隻瀕臨絕種的動物，因此遭到檢方起訴。 / 射殺事件發生後，當地居民都感到十分震驚，因為這樣的暴力行為實在令人無法理解。 / 根據調查結果，這起射殺事件與毒品交易有關，當地警方已經展開全面調查。  / 違法射殺動物的行為不僅破壞了生態環境，也讓執法單位更加嚴厲打擊此類罪行。 / 在某些國家，非法射殺野生動物的行為會導致嚴重的法律後果，違法者面臨重罰。  / 射殺行為的頻繁發生，引發了社會各界對於提高動物保護法規的討論與關注。  / 目擊者表示，他們看到一名男子在公園內射殺了幾隻無辜的鳥，當時大家都感到非常震驚。  / 對於頻繁出現的射殺事件，環保團體呼籲政府加強監管，以保護珍稀野生動物。  / 對那些在禁獵期間仍然射殺野生動物的人，法律將毫不留情地施以懲罰，以維護生態平衡。,va-t,射殺事件 / 射殺動物 / 射殺人員 / 違法射殺 / 射殺行為 / 迅速射殺 / 射殺目標 / 射殺罪行 / 射殺行動 / 射殺事件調查,shèshā,ㄕㄜˋㄕㄚ,"珍稀, 絕種, 重罰, 控, 禁, 毫不, 監管, 警, 獵"
設身處地,6825,假設自己處在與他人相同的境地。比喻為別人著想。[例]凡事能設身處地的為人考慮，就可以避免許多紛爭。,To consider things from another person's perspective; to empathize with others' situations.,假設自己處在與他人相同的境地，為他人著想。,設身處地的想法，可以讓我們更好地理解朋友的困難。 / 在討論問題時，設身處地的態度有助於達成共識。 / 如果能設身處地的考慮對方的感受，很多衝突都能避免。 / 設身處地的理解，使我們在工作中建立更好的團隊合作。 / 他經常設身處地的分析這件事，讓我對他的見解更加佩服。 / 設身處地的關懷能讓人感受到溫暖與支持。 / 在爭論之後，設身處地的想法幫助我們找到解決方案。 / 設身處地的觀點使得我們更能包容不同的意見。 / 如果大家都能設身處地地替對方著想，社會將變得更加和諧。 / 設身處地的情況經常讓我反思自己的行為，促使我成長。 / 在面對困難時，設身處地的支持讓我倍感鼓舞。,idiom,設身處地的想法 / 設身處地的態度 / 設身處地的理解 / 設身處地的觀點 / 設身處地的考慮 / 設身處地的重要性 / 設身處地的方式 / 設身處地的情況 / 設身處地的感受 / 設身處地的關懷,shèshēnchǔdì,ㄕㄜˋㄕㄣㄔㄨˇㄉㄧˋ,"有助, 處在"
