number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations,problematic_words
4662,壞的結果，不好的下場。[例]自食惡果,惡果,A bad outcome; a negative consequence resulting from one's actions.,壞的結果或不好的下場。,他如果繼續不學習，就會品嚐到成績不好的惡果。 / 如果不尊重環境，最終會面臨氣候變遷帶來的惡果。 / 經常逃避責任的人，最終都會自食惡果，失去工作。 / 他那次的失言讓他遭受到同事們的不滿，果然自食惡果。 / 在運動比賽中不認真訓練，最終只能接受失敗的惡果。 / 如果不遵守交通規則，就會面臨嚴重事故帶來的惡果。 / 總是忽視健康的人，最終必定要承受疾病帶來的惡果。 / 他的貪婪行為最終讓他失去了朋友，果然自食惡果。 / 如果不尊重他人的勞動成果，終究會遭遇信任崩潰的惡果。 / 學習中不夠努力的人，將來必須接受知識匱乏的惡果。 / 他因為過度依賴別人，最終不得不面對失去機會的惡果。,n,自食惡果 / 承受惡果 / 遭受惡果 / 釀成惡果 / 付出惡果 / 品嚐惡果 / 招致惡果 / 產生惡果 / 感受惡果 / 承擔惡果,"釀, 失言, 食, 自食惡果"
4663,壞消息。常用以指親友死亡的訊息。[例]噩耗傳來，聞者莫不悲痛不已。,噩耗,Bad news; often refers to news about the death of a loved one.,壞消息，通常指親友去世的消息。,今天過世的噩耗讓每個人都感到傷心。 / 聽到這位老演員去世的噩耗後，粉絲們紛紛獻上了悼念。 / 噩耗就像一把刀，刻在她的心裡，難以忘懷。 / 突然傳來朋友的噩耗，讓我整個下午都無法集中精神。 / 這個令人震驚的噩耗讓整個團隊都陷入沉默，沒有人再談論工作。 / 在得知事故的噩耗後，大家都感到心情沉重，非常難過。 / 她在收到噩耗的那一刻，眼淚止不住地流下，心中充滿了悲痛。 / 報社發布了關於知名作家的噩耗，讓文學界感到不可思議的震撼。 / 當我把噩耗告訴他的家人時，房間裡瞬間充滿了淒慘的哭聲。 / 噩耗如同陰雲籠罩，讓原本快樂的聚會變得僵硬而沉重。 / 在宣布噩耗後，學校立即啟動了輔導措施，以幫助學生們面對這一重大損失。 / 他悲痛地收到噩耗，無法相信一位摯友竟然如此突然離世。,n,噩耗傳來 / 傳遞噩耗 / 接獲噩耗 / 嚴峻的噩耗 / 悲傷的噩耗 / 獲悉噩耗 / 忽然傳來噩耗 / 面對噩耗 / 深感噩耗 / 悲痛地收到噩耗,"報社, 世"
4664,非常凶惡的樣子。[例]敵人惡狠狠的瞪了他一眼。,惡狠狠,Fierce and menacing; showing great hostility or anger.,非常凶惡的樣子。,他在街上遇到流氓，對方惡狠狠地盯著他，讓他感到非常恐懼。 / 當他知道自己的計畫被揭穿時，惡狠狠地指責了所有人。 / 附近的住戶經常聽見那隻惡狠狠叫聲的狗，實在讓人難以忍受。 / 他雖然平時和藹可親，但一生氣起來，臉色變得惡狠狠，大家都不敢靠近。 / 惡狠狠的風暴將村莊摧毀，居民不得不緊急撤離。 / 當她發現有人私自使用她的照片時，惡狠狠的語氣警告對方不要再這樣做。 / 那位惡狠狠的老師對試卷上的低分感到非常生氣，威脅學生們如果再這樣下去就會重修。  / 在比賽中，對手惡狠狠地盯著他，似乎想要在賽場上絕不留情。 / 她對那個總是搶走她工作機會的同事，發出了惡狠狠的警告，表示不會再忍讓。 / 那隻惡狠狠的野豬在森林裡四處遊蕩，讓附近的登山客感到恐懼和不安。  / 他在社交媒體上看到惡狠狠的批評後，心裡感到一陣不舒服，決定暫時關閉帳號。,vs-adj,惡狠狠的眼神 / 惡狠狠的笑容 / 惡狠狠的聲音 / 惡狠狠的表情 / 惡狠狠的態度 / 惡狠狠的獰笑 / 惡狠狠的語氣 / 惡狠狠的咆哮 / 惡狠狠的威脅 / 惡狠狠的行徑,"搶走, 野豬, 重修, 獰笑, 賽, 試卷, 絕不"
4665,不好的名聲。[例]他奮發向上，努力工作，希望能去除以往流傳在外的惡名。,惡名,A bad reputation; refers to a negative or ill-famed status associated with someone or something.,不好的名聲。,這個城市在過去因為腐敗的官員而擁有惡名，影響了觀光產業的發展。 / 上個世紀戰爭期間，這位將軍因為過度使用武力而留下了惡名，歷史評價相當低。 / 雖然他在社區做了許多好事，但是曾經的惡名仍然讓人們對他心存疑慮。 / 網路上的謠言讓她儘管努力改變過去，卻依然被困在前男友所留下的惡名之中。 / 這家公司因為環境污染問題一再被媒體報導，使它的經營者感到無法擺脫這種惡名。 / 他在黑道上的惡名昭彰，沒有人敢輕易接近他。 / 這位藝人曾經因醜聞而聲名狼藉，但是最近她努力回歸，想要洗刷掉以往的惡名。 / 這個國家因為人權問題而受到國際社會的批評，讓其在外交上不得不面對日益嚴重的惡名。 / 他原本是一位知名的科學家，但因為數據造假事件而一夜之間陷入惡名之中，職業生涯遭受重創。 / 在這個小鎮上，曾經發生的詐騙事件讓某些人蒙上了惡名，影響了整個社區的信任氛圍。 / 儘管他的努力讓企業獲得了一些榮譽，但過去的惡名仍然時常讓合作伙伴感到不安。,n,惡名昭彰 / 惡名遠揚 / 擺脫惡名 / 去除惡名 / 受到惡名 / 揭露惡名 / 養成惡名 / 化解惡名 / 被貼上惡名 / 對抗惡名,"揚, 武, 因, 造假, 惡, 男友, 惡名昭彰, 聲名"
4666,受驚而失神的樣子。[例]對這個突如其來的消息，眾人不禁為之愕然。,愕然,Astonished; in a state of shock or disbelief due to unexpected circumstances.,受驚而失神的樣子。,當她在晚會上突然發表創作詩時，大家都愕然無語，難以相信她的才華。 / 這個令人愕然的消息讓所有同事都感到不安，工作氛圍瞬間變得沉重起來。 / 消息宣布時，所有參會的人都愕然不已，完全沒想到會有這樣的決定。 / 在那場突如其來的地震中，許多人愕然失色，心中充滿了恐懼和不安。 / 聽到他被晉升為總經理的消息，朋友們都愕然不已，因為他從來沒有表現出那麼強烈的事業心。 / 在聽到意外的裁員消息後，當場的每一個人都愕然不已，氣氛瞬間變得緊張。 / 那部電影的結尾揭示了驚人的真相，以至於觀眾們愕然地坐在座位上，久久無法回過神來。  / 當她看到舊友竟然變成了著名演員時，愕然之情溢於言表，完全不敢相信自己的眼睛。  / 在學校的畢業典禮上，校長突然宣佈了一項重大獎學金計劃，讓所有在場的學生感到愕然和欣喜。  / 看到那幅保存完好的歷史畫作，藝術愛好者們愕然震驚，這樣的珍品竟然能夠在私人收藏中出現。  / 聽說他們的城市將舉行大型音樂會時，居民們愕然不已，這消息讓每個人都充滿了期待和興奮。,vs-i,讓人愕然 / 愕然失色 / 愕然無語 / 愕然的表情 / 愕然的反應 / 愕然不已 / 愕然的消息 / 愕然的事實 / 愕然的事件 / 愕然的情況,"友, 總經理, 型, 言, 失"
4667,掐住脖子使致死。後引申指抑制，使其無法生存、發展。[例]你這種作為，簡直是扼殺他的藝術生命。,扼殺,"To strangle or choke, originally meaning to grasp the neck and cause death; by extension, it refers to suppressing or stifling something to prevent its existence or development.",掐住脖子使人致死，後引申為抑制某事物，使其無法生存或發展。,政府過度的管控政策，往往有扼殺創造力的效果。 / 在競爭激烈的職場環境中，過度的壓力會扼殺員工的工作熱情。 / 教育系統如果過於僵化，會扼殺學生的探索精神和創新能力。 / 對於新興產業的過度監管，可能會扼殺其發展潛力，導致經濟活力下降。 / 文化政策如果不夠開放，將會扼殺本土藝術的多元發展。 / 在這種環境下，年輕人的創意和激情常常被扼殺。 / 社會對失敗的嚴厲批評，會扼殺人們重新嘗試的勇氣。 / 批評與指責若過於頻繁，最終會扼殺團隊的合作精神。 / 如果不給予足夠的資源，非營利組織的善舉很可能會被扼殺在萌芽階段。 / 家庭的過度期望，可能會扼殺孩子自由成長的空間。 / 在這種保守的社會氛圍中，年輕人創造新觀念的熱情被扼殺，導致思想的單一性。,va-t,扼殺創造力 / 扼殺夢想 / 扼殺希望 / 扼殺潛力 / 扼殺信心 / 扼殺機會 / 扼殺文化 / 扼殺激情 / 扼殺成長 / 扼殺思想自由,"善, 控, 掐住, 引申, 若, 監管"
4668,用手握腕。表示內心嘆息、惋惜、失意或憤怒等不平情緒。[例]傑出優秀的他不幸遇難，師長們聞之無不扼腕。,扼腕,"To grasp one's wrist, indicating inner sighing, lamentation, frustration, or anger.",用手握住自己的手腕，表示內心的嘆息、惋惜、失意或憤怒等不平情緒。,老師得知學生意外的消息，無不扼腕感慨。 / 在體育比賽中，他的失利讓觀眾們不禁扼腕，感到惋惜。 / 書中的英雄最後犧牲，讀者都扼腕嘆息，難以接受這個結局。 / 朋友失去愛犬的消息傳來，大家都扼腕不已，心中充滿了同情。 / 在電影高潮時，主角的悲劇命運讓觀眾們扼腕。 / 聽說老闆的計畫最終失敗，員工們無奈地扼腕，對未來感到擔憂。 / 那部紀錄片揭示的現實太過殘酷，讓觀眾們扼腕嘆息，無法平靜。 / 歷史課上，講到那場戰爭的慘烈，學生們都不禁扼腕，感嘆和平的珍貴。 / 她的音樂作品被忽視，同行的藝術家們聽後都扼腕，為她感到不平。 / 在閱讀小說時，得知故事主人翁的孤獨旅程，讀者們皆扼腕，心中感到沉重。 / 醫院收到病人不幸去世的消息，工作人員皆無奈地扼腕，感嘆著生命的脆弱，無法改變這一切。,idiom,傷心的扼腕 / 感嘆的扼腕 / 悲痛的扼腕 / 無奈的扼腕 / 單獨的扼腕 / 不甘心的扼腕 / 無助的扼腕 / 嘆息的扼腕 / 焦慮的扼腕 / 心碎的扼腕,"愛犬, 太過, 握住"
4669,不好的行為。如：「他整天在外為非作歹，家人都以他的惡行為羞。」,惡行,Evil deeds; immoral or bad behavior.,不好的行為。,社會大眾應該更加關注和譴責那些危害他人的惡行。 / 今天的新聞報導了不少關於詐騙集團的惡行，讓人心寒。 / 如果不堅決制止惡行，最終將導致無法挽回的後果。 / 許多受害者勇敢站出來，揭露那些長期以來隱藏的惡行。 / 學校定期舉辦講座，教育學生認識惡行的危害，培養正確的價值觀。 / 社會大眾應該更加關注和譴責那些危害他人的惡行。 / 最近的社會調查顯示，許多人對周圍的惡行感到無奈，但又不知如何改變現狀。  / 反對惡行是每一個公民的責任，只有大家共同努力，才能創造一個更安全的環境。  / 在網路上，隨著惡行的增加，許多平台開始加強舉報機制，保護用戶的安全。  / 對於那些屢教不改的惡行，法律應該加重懲罰，以起到震懾作用。  / 每當聽到身邊人的惡行時，我都感到深深的失望，期望能有更多的人站出來反對。,n,惡行深重 / 惡行不端 / 追究惡行 / 譴責惡行 / 制止惡行 / 揭露惡行 / 反對惡行 / 批評惡行 / 遭受惡行 / 悔恨惡行,"報, 知, 寒, 惡, 期, 屢"
4670,語氣惡劣或無禮、辱罵人的話。[例]惡言相向、口出惡言,惡言,"Harsh or malicious words; Referring to speech that is rude, insulting, or abusive.",語氣惡劣或無禮、辱罵人的話。,在討論中，有人口出惡言，使氣氛變得緊張。 / 他們之間的爭執，讓人聽到許多互相的惡言。 / 即使感到憤怒，也不應該發出惡言，這樣只會惹來更多誤解。 / 如果每次出現爭執時都說惡言，我們將無法建立良好的關係。 / 在網路上，很多人喜歡發表惡言，這讓討論變得不愉快。 / 她忍受著同事的惡言，努力保持冷靜和專業。 / 在爭論中，對方突然發出惡言，讓他意識到這已經超越了理性的對話。  / 他們的對話原本很有建設性，但隨著惡言的出現，討論變得毫無意義。  / 見到朋友被惡言攻擊，我決定站出來為她辯護。  / 有時候，無法控制情緒會導致我們說出不該的惡言，讓事情變得更糟。  / 在這種情況下，即使對方出現惡言，我們仍然要嘗試保持理智和尊重。,n,口出惡言 / 攻擊性惡言 / 聽到惡言 / 發出惡言 / 惡言相對 / 惡言相向 / 反擊惡言 / 忍受惡言 / 被惡言攻擊 / 清楚聽到惡言,"無禮, 毫無"
4671,切中要點、掌握重點。[例]簡單扼要,扼要,Concise and to the point; covering the essential aspects without unnecessary detail.,切中要點，掌握重點。,他在會議上扼要地介紹了項目的進展情況。 / 作為一名優秀的記者，應該學會扼要而清晰地傳達資訊。 / 這篇文章的扼要內容讓我迅速了解了事件的全貌。 / 扼要的報告中包含了主要的數據和結論，方便大家理解。 / 在讀書時，我喜歡在每一章的扼要中摘錄重要的觀點。 / 扼要的要點可以幫助我們更快地抓住主題的核心。 / 在這次演講中，她扼要地列出了未來計畫的幾個關鍵步驟。 / 將複雜的信息扼要總結，對於提高工作效率十分重要。 / 老師要求學生在期末報告中扼要地描述所學的主要知識點。 / 這本書的扼要章節為忙碌的人提供了快速了解內容的機會。 / 在討論中，他扼要地提出了幾個重要的反饋意見，促進了決策的效率。,vs-t,扼要的內容 / 扼要的結論 / 扼要的報告 / 扼要的介紹 / 扼要的分析 / 扼要的描述 / 扼要的信息 / 扼要的論點 / 扼要的要點 / 扼要的意義,"反饋, 期末"
4672,動物名。爬蟲類鱷目。體型龐大，外形似蜥蜴，吻長而廣，齒銳，鱗甲堅硬，四足均有蹼。卵生。平時喜棲沼澤中，靠身體擺動及尾部拍擊在水中前進。性情凶猛，以魚、鳥、哺乳類等小型動物為食。產於熱帶及亞熱帶地區。依嘴形大致可分為寬吻鱷、球吻鱷及長吻鱷。　△鱷魚　◎,鱷魚,A crocodile.,動物名。爬蟲類，屬於鱷目。體型龐大，外形似蜥蜴，吻長而廣，齒銳，鱗甲堅硬，四足均有蹼。卵生。平時喜歡棲息在沼澤中，靠身體擺動和尾部拍擊在水中前進。性情凶猛，以魚、鳥、哺乳類等小型動物為食。主要分布在熱帶和亞熱帶地區。依嘴形大致可分為寬吻、球吻和長吻三種。,鱷魚的皮膚非常堅硬，可以抵禦許多天敵的攻擊。 / 在熱帶雨林中，鱷魚常常潛伏在水邊，靜靜等待獵物靠近。 / 鱷魚的尾巴非常有力，能夠幫助它快速游泳。 / 孩子們在動物園看到鱷魚時，都感到又驚又喜。 / 鱷魚是冷血動物，它們需要陽光來調節體溫。 / 當鱷魚張嘴時，可以清楚地看到它那鋒利的牙齒，讓人不寒而栗。 / 鱷魚通常在傍晚出動，以避免白天的高溫。 / 在非洲的河流中，鱷魚常常被稱為“水中的霸主”。 / 鱷魚的繁殖期一般在春夏之交，這時候它們會築巢產卵。 / 鱷魚有著非常敏銳的視力，能夠在水面下輕易發現獵物。 / 一隻鱷魚在陽光下曬著乾，整個過程顯得悠閒而自在。,n,一隻鱷魚 / 鱷魚的牙齒 / 大鱷魚 / 鱷魚的棲息地 / 殘忍的鱷魚 / 鱷魚的卵 / 鱷魚捕食 / 被鱷魚攻擊 / 鱷魚的身體 / 鱷魚在水中游,"依, ”, 擺動, 鱷目, 蹼, 型, 蜥蜴, 拍擊, 驚, 栗, “, 齒, 分為, 張嘴, 形, 寒, 非洲, 喜, 亞熱, 繁殖期, 銳, 食, 雨林, 爬蟲, 足, 築巢, 捕食, 哺乳, 產卵"
4673,阿附諂諛。[例]他為了升遷，對上司阿諛諂媚，實在讓人不齒。,阿諛,"To flatter and ingratiate oneself, often in a sycophantic manner.",奉承他人，迎合他人的意見和需求，以獲得利益或好感。,他總是對有權勢的人阿諛奉承，以期能獲得更多的好處。 / 在會議上，有些人不惜使用阿諛的手段，來討好管理層。 / 她的阿諛行為讓人感到反感，大家都希望她能真誠待人。 / 阿諛的心態讓他在職場上孤立無援，最終也沒有得到想要的升遷。 / 雖然他表面上受到大家的歡迎，但實際上，很多人都知道他的阿諛諂媚並不真誠。 / 她在工作中經常阿諛上司，讓同事們對她的職業道德產生了質疑。 / 他常常使用阿諛的話語來掩飾自己的失敗，試圖在同事面前維護自己的形象。 / 在社交場合，這種阿諛的態度雖然能暫時逗笑，但卻無法贏得真正的友誼。 / 阿諛的方式雖然在短期內看似有效，但長遠來看卻損害了她的職業聲譽。 / 大家都知道，那些只懂得阿諛奉承的人，往往難以在團隊中建立真正的信任。 / 當他意識到阿諛的行為只會讓自己陷入更深的困境時，已經為時已晚。,va-t/N,阿諛奉承 / 阿諛者 / 阿諛的行為 / 阿諛的心態 / 阿諛的態度 / 阿諛的手段 / 阿諛的方式 / 阿諛上司 / 阿諛的話 / 阿諛諂媚,"感, 援, 看似, 短期"
4674,困苦的遭遇。[例]他相信只要努力，總有一天一定可以解除厄運。,厄運,A difficult or unfortunate situation; a circumstance marked by hardship or adversity.,困苦的遭遇或不幸的境遇。,他在商業上遭遇厄運，決定重新考慮他的投資計畫。 / 她相信努力工作可以幫助她擺脫生活的厄運。 / 他經歷了一段時間的厄運，但仍然保持樂觀的心態。 / 這次的比賽失利讓他感受到厄運的壓力，但他不會放棄。 / 她在旅途中遭遇了厄運，卻意外發現了友誼的珍貴。 / 面對厄運，他選擇了不斷學習，期望未來能夠改善自己的處境。 / 他認為，每個人都會經歷一些厄運，重要的是如何從中學習和成長。 / 在社交生活中，她感到厄運重重，但依然努力尋找支持的朋友。 / 即使生活帶來厄運，他仍然相信明天會更好。 / 這部電影描繪了一個英雄在厄運中奮鬥的感人故事。 / 他經歷了一場厄運，但心中始終懷抱希望，期待轉機的到來。,n,一場厄運 / 遭遇厄運 / 面對厄運 / 擺脫厄運 / 避免厄運 / 承受厄運 / 厄運的考驗 / 厄運的影響 / 厄運重重 / 厄運不斷,從中
4675,阻止。[例]他的見義勇為，遏止了一場悲劇的發生。,遏止,To stop or prevent something from occurring.,阻止某件事情發生或繼續進行。,政府必須採取有效措施，才能遏止貪腐現象的擴散。 / 為了維護社會安全，警方加強巡邏以遏止非法交易行為。 / 教育部推出新政策，希望能夠遏止青少年沉迷網路遊戲的問題。 / 社會各界應該共同努力，才能有效遏止暴力行為的發生。 / 在面對疫情時，專家們呼籲大家遵守防疫措施，以遏止病毒的傳播。 / 各國領導人會議上強調，合作是遏止氣候變遷的關鍵。 / 為了防止水資源枯竭，當地政府已經制定計劃以遏止過度開發的問題。 / 醫療機構加大對公共衛生的投入，以遏止傳染病的蔓延。 / 媒體應該負起責任，幫助遏止假新聞的擴散，保護社會信任。 / 社區組織積極舉辦講座，旨在提高人們的意識，以遏止環境污染的行為。 / 在科技發展迅速的今天，企業需要謹慎行事，以遏止潛在的數據安全風險。,va-t,遏止暴力行為 / 遏止犯罪率 / 遏止流行病 / 遏止貪腐現象 / 遏止社會不安 / 遏止傳染病 / 遏止毒品交易 / 遏止環境污染 / 遏止恐怖活動 / 遏止惡性增長,"負起, 防疫, 旨, 警, 惡, 疫情, 加大, 腐"
4676,施予他人或接受他人的情誼、好處。[例]在我有生之年，必定報答他當年給我的恩惠。,恩惠,Favor or kindness bestowed upon others.,施予他人或接受他人的情誼和好處。,我時常感受到朋友無私施予的恩惠，讓我倍感幸福。 / 每個人都應該學會珍惜與回報他人對我們的恩惠。 / 在困難時期，社會上好心人的恩惠讓我深感溫暖和希望。 / 他的恩惠如同一盞明燈，在我迷失方向的時候給予我指引。 / 這位慈善家默默無聞地施予恩惠，讓無數家庭重新看到生活的希望。 / 很多時候，恩惠是無法用金錢來衡量的，它更多地體現在感情和關懷之中。 / 我希望能夠將自己得到的恩惠，傳遞給更多需要幫助的人。 / 回想到過去朋友們的恩惠，我心中充滿感激，決心不辜負他們的期望。 / 社會的進步離不開每一份小小的恩惠，正是這些善意的舉動凝聚了人心。 / 有時候，恩惠來自意想不到的地方，讓我學會了感恩與包容。 / 在這次志願者活動中，我感受到團隊合作帶來的恩惠，讓我倍感振奮。,n,一份恩惠 / 得到恩惠 / 施予恩惠 / 感謝恩惠 / 珍惜恩惠 / 報答恩惠 / 恩惠的來源 / 施恩惠於人 / 對恩惠的感激 / 享受恩惠,"施, 明"
4677,恩惠、深厚的情義。[例]父親至今仍不忘當年同袍冒死搭救的恩情。,恩情,"Favor or kindness received, especially from someone in a position of power or influence.",恩惠和深厚的情義。,她一直記得朋友在困難時刻給予的恩情，因此時常主動關心對方的近況。 / 在社會上，許多志願者默默奉獻自己的時間和精力，讓我們感受到了人間的恩情。 / 他對老師多年的教導和關懷心存感激，常常提到要好好回報這份恩情。 / 不管生活多麼忙碌，他始終不會忘記父親在小時候對他的寵愛和教育所帶來的恩情。 / 在節日裡，感謝信是他表達對曾經幫助過自己的人的恩情和尊重的方式。 / 他的成功不僅是自己的努力，還得益於母親攜帶著深厚恩情的支持與鼓勵。 / 每當回到故鄉，他總是特意去拜訪那些曾經伸出援手的鄰居，以表達他對他們恩情的感激之情。 / 在生命的旅程中，有許多人用他們的恩情溫暖了他的心，使他更加珍惜當前的幸福。 / 老闆的恩情讓她在職場上有了更多成長的機會，於是她決定更加努力工作來回報這份厚愛。 / 即使時間過了很久，他仍然會在心中默念那些曾經幫助過他的人的名字，以此來銘記恩情。 / 無論生活遇到什麼困難，他都相信朋友的恩情會讓他找到解決問題的勇氣和力量。,n,父親的恩情 / 感恩的恩情 / 報答恩情 / 珍惜恩情 / 不忘恩情 / 銘記恩情 / 深厚的恩情 / 衷心的恩情 / 感激的恩情 / 受惠於恩情,"情義, 默念, 報, 益, 銘記"
4678,對自己有恩惠的老師的敬稱。[例]今日我有如此成就，完全是靠恩師當年的教誨。,恩師,A revered teacher who has bestowed恩惠 (grace or favor) upon their students.,對自己有恩惠的老師的敬稱。,在我心中，恩師的音容笑貌永遠難以忘懷。 / 如果沒有恩師的細心指導，我今天不可能有這樣的成就。 / 每逢教書日，我都會在心裡默念恩師的教誨，並告訴自己要努力向上。 / 恩師的教導不僅影響我的學業，也深深塑造了我的為人處世。 / 在我遇到困難的時候，恩師總是耐心地教導我，讓我重新找回自信。 / 在人生的每一個重要時刻，我都能感受到恩師的祝福與支持，這讓我倍感珍惜。 / 我的恩師經常鼓勵我追求夢想，讓我在困境中看到希望的曙光。 / 即使畢業多年，恩師的教誨依然如春風化雨，滋潤著我的心田。 / 恩師在課堂上傳授的知識，使我對這個世界有了更深的理解與探索。  / 每當我回想起恩師的悉心教導，心中總是充滿了感激與敬佩。  / 恩師的榜樣力量激勵著我，讓我在職場上勇敢面對挑戰，不斷追求卓越。,n,我的恩師 / 感謝恩師 / 恩師的教誨 / 恩師的鼓勵 / 恩師的指導 / 恩師的關心 / 尊敬的恩師 / 恩師的影響 / 恩師的教導 / 恩師之恩,"春風, 恩, 貌, 默念, 找回, 音容, 敬"
4679,施恩賞賜。[例]大自然的一切都是造物者的恩賜，我們應當好好珍惜。,恩賜,To bestow grace or favor; an act of kindness or charity.,施予恩惠和賞賜的行為或狀態。,大自然的一切都是造物者的恩賜，我們應當好好珍惜。 / 在我看來，友誼是一種無形的恩賜，讓人生充滿了溫暖與支持。 / 這位長者的智慧就像是一種恩賜，讓年輕人們受益良多。 / 在困難的時刻，朋友的幫助就是一份珍貴的恩賜。 / 我們應該學會感恩，因為生活中有許多看似平常但實則珍貴的恩賜。 / 在我們的生活中，父母無私的愛是一種無價的恩賜，值得我們永遠珍惜。 / 每一次成功的經歷，都是過去努力的恩賜，讓我更堅定追逐夢想的信念。 / 這本書帶給我深刻的啟發，真是一份知識的恩賜。 / 在每個日出日落之間，時間的流逝恰似一種隱秘的恩賜，提醒我們珍惜生命的每一刻。 / 尊重他人也是一種恩賜，讓我們的關係更加和諧與美好。 / 生活中的每一次挑戰，都是成長的恩賜，讓我更懂得珍惜身邊的人與事。 / 健康的身體是人生最大的恩賜，我們應當用心去維護與照顧。,n,自然的恩賜 / 上天的恩賜 / 美好的恩賜 / 生命的恩賜 / 幸福的恩賜 / 健康的恩賜 / 知識的恩賜 / 愛的恩賜 / 珍貴的恩賜 / 感恩的恩賜,"看似, 恰似, 造, 者, 良多, 實則, 隱秘"
4680,恩惠與仇怨。多偏指後者。[例]我們之間的恩怨，就此一筆勾消，不再舊事重提。,恩怨,A combination of gratitude and grievances; referring more to the latter.,恩惠與仇怨。一般來說，多指後者。,過去的恩怨早已不再影響我們之間的友誼。 / 他們之間的恩怨糾葛讓周圍的人感到困惑。 / 為了和平，我們應該將舊有的恩怨一筆勾消。 / 這部電影探討了家族之間的恩怨和和解的過程。 / 在社會上，很多人都希望能解除恩怨，以促進更好的合作。 / 他們兩家之間的恩怨已經持續了幾十年，似乎沒有 reconciliation 的可能。 / 為了孩子的將來，我們不得不放下過去的恩怨。 / 雖然歷史上的恩怨難以忘懷，但新一代人希望能創造不同的未來。 / 每當談起過去的恩怨，氣氛總是變得異常緊張。 / 恩怨情仇在這個小鎮上如影隨形，影響著每個人的生活。 / 他們之間的恩怨雖然複雜，但最終還是選擇了和解，讓人感到欣慰。,n,解除恩怨 / 解決恩怨 / 消除恩怨 / 恩怨情仇 / 恩怨糾葛 / 恩怨不清 / 相互恩怨 / 恩怨兩清 / 恩怨交織 / 恩怨難解,"怨, 情, 解, 談起, 早已, 消, reconciliation"
4681,「二」的大寫。[例]貳佰元,貳,"The uppercase form of the numeral '二'; Used in financial contexts to represent the number 2, as in '貳佰元' (two hundred dollars).",「二」的大寫。,今天的報告中提到，公司的收入增加了貳十萬元。 / 在商業合同中，金額常常用貳的形式來避免錯誤。 / 如果這筆借款是貳佰元，那麼利息會是多少呢？ / 他們計劃購買貳套新設備來提升生產效率。 / 在旅行中，當地貨幣的面額通常以貳為單位，方便計算。 / 如果貳次面試後還沒有得到通知，應該主動聯絡公司詢問進度。 / 這個月的支出達到了貳千元，讓我必須重新考慮預算。 / 在學校的競賽中，得獎的學生會獲得貳獎學金作為鼓勵。  / 他告訴我，這筆貳萬元的贈款將用於慈善事業。  / 貳道選擇讓我們在面對困難時有更多的解決方案。  / 在這次調查中，研究人員發現了貳類產品的需求明顯上漲。,num,貳佰元 / 貳千元 / 貳拾元 / 貳次機會 / 貳次事件 / 貳種情況 / 貳道選擇 / 貳面證據 / 貳層樓 / 貳類產品,"貳佰, 貳拾, 面額, 佰, 借款"
4681,重複。[例]不遷怒，不貳過。,貳,To repeat or do something again; to have a second occurrence.,重複同樣的錯誤或行為。,她在選擇職業時不貳意，訴說著她對未來理想的堅定與執著。 / 他曾經因為貳心而錯過了多次升遷的機會，讓他十分後悔。 / 如果你在關於感情的決定上貳意不明，可能會傷害到彼此的感情。 / 在會議上，他表達了自己不貳的立場，希望團隊能朝著同一方向努力。  / 一旦做出承諾，就應該全心全意去實踐，不可貳心。  / 她在人際關係中表現得十分果斷，讓周圍的人都感受到她不貳的真誠。  / 他在投資方面不貳路，專注於研究一個方向，以期獲得更好的回報。  / 學校鼓勵學生對自己的選擇不貳看待，勇敢追求自己的夢想。  / 在志願服務中，她始終如一，讓大家感受到她對公益事業的不貳投入。  / 對於這個重要的決策，他表示不貳懷疑，堅信這是最好的選擇。  / 隨著時間的推移，她對自己的專業不貳心懷，努力提升自己的技能與知識。,vp-t,不貳過 / 不可貳心 / 貳心不定 / 貳念浮動 / 貳意滿盈 / 貳途而行 / 貳而不自覺 / 貳志未卜 / 貳心重重 / 貳而不意,"盈, 意, 定, 途, 貳意, 貳志未卜貳, 同, 行貳, 全心全意, 心懷"
4682,用以引誘、誘捕的事物。[例]香餌、魚餌、吏餌,餌,Bait or lure used to attract or entice; often used in the context of fishing or trapping.,用來引誘或誘捕的事物。,釣魚的時候，選擇合適的魚餌非常重要，這樣才能吸引到魚。 / 我在市場上看到新鮮的魚餌，決定買一些回家釣魚。 / 小孩用麵包屑作為餌，想要吸引附近的小鳥過來。 / 這種香餌可以有效引誘到不想進入陷阱的小動物。 / 道路旁的野生動物經常被投放的餌吸引，這樣會增加事故發生的風險。 / 捕鼠的時候，常用的餌料是花生醬，效果相當不錯。 / 賞鳥的愛好者經常使用特製餌，希望能吸引到稀有的鳥類光臨。 / 這款高效餌在測試中，能夠迅速引誘到多種魚類，受到漁民的喜愛。 / 在夜晚露營時，我們用香餌來吸引夜行的動物，增添了野外探險的樂趣。 / 這種誘餌不僅能吸引魚類，還能引來其他水生生物，非常適合釣魚愛好者使用。 / 這位專業漁夫總是隨身帶著各種魚餌，以應對不同的釣魚環境。,n,魚餌 / 活餌 / 鳥餌 / 香餌 / 捕鼠餌 / 誘餌 / 特製餌 / 常用餌 / 高效餌 / 餌料,"麵包屑, 誘捕, 魚餌, 誘餌, 效, 料, 引, 捕, 花生醬"
