word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
譏諷,5342,譏笑諷刺。[例]這篇文章對投機取巧的政客極盡譏諷之能事。,To mock and ridicule; to satirize.,對某人或某事以嘲笑或諷刺的方式表達不滿或批評。,這部電影用幽默的方式譏諷了當前社會的種種不公現象。 / 在小說裡，作者巧妙地使用了譏諷的手法來揭露人性的弱點。 / 社交媒體上的譏諷往往引起激烈的討論，尤其是對名人的負面評價。 / 漫畫家善於用譏諷的風格，讓觀眾在笑聲中反思社會的問題。 / 演講中，發言人用譏諷的語氣批評了不負責的企業行為。 / 不少網友通過譏諷的方式，表達了對政策的不滿，引發熱烈的討論。,va-t/N,譏諷的文章 / 譏諷的語氣 / 譏諷手法 / 譏諷作品 / 譏諷意味 / 譏諷的藝術,jīfěng,ㄐㄧ ㄈㄥˇ,
急功近利,5343,指急於求得成效，貪求眼前利益。語本漢．董仲舒《春秋繁露．對膠西王越大夫不得為仁》。[例]做事要穩紮穩打，不可急功近利。,Eager for quick results and immediate gains; referring to a mindset that prioritizes short-term benefits over long-term success.,急於求得成效，貪求眼前利益。,在學習新知識的過程中，我們應該耐心探索，而不是急功近利地想要取得高分。 / 老師告訴我們，成功需要時間和努力，急功近利只會導致更多的挫折。 / 在研究中，科學家應該反對急功近利，以確保研究結果的可靠性。 / 在健身的過程中，如果急功近利追求快速效果，往往會造成身體傷害。 / 對於每一位學生來說，踏實學習比急功近利地追求高分更為重要。 / 在環境保護上，我們不能急功近利，而是要持之以恆地採取有效措施。,idiom,急功近利的心態 / 避免急功近利 / 急功近利的結果 / 急功近利的影響 / 反對急功近利 / 不可急功近利,jígōngjìnlì,ㄐㄧˊㄍㄨㄥ ㄐㄧㄣˋㄌㄧˋ,求得
機關槍,5344,利用機械助力而能連續發射的槍具。也稱為「機槍」。,"A machine gun; a firearm that uses mechanical assistance to continuously fire rounds, also known as a ""machine gun.""",利用機械助力，能連續發射的槍具，亦稱「機槍」。,在戰場上，士兵們必須熟練地操作機關槍。 / 當聽到機關槍的聲音時，他們知道危險逼近，必須立即尋找掩護。 / 機關槍的設計使得它能夠在持續射擊時保持相對穩定。 / 在軍事演習中，每位士兵都要學習如何安全地使用機關槍，以攻擊敵人。 / 機關槍的歷史可以追溯到十九世紀，自那時起，它就成為戰爭的重要武器之一。 / 訓練中，教官強調必須掌握機關槍的各項操作，以增強戰鬥力。,n,一把機關槍 / 機關槍射擊 / 使用機關槍 / 機關槍的威力 / 機關槍的種類 / 機關槍操作,jīguānqiāng,ㄐㄧˉㄍㄨㄢˉㄑㄧㄤ,"教官, 機, 助"
饑荒,5345,五穀不生、果類不熟。[例]非洲地區土地貧瘠，氣候不良，因此常鬧饑荒。,A famine; a period of extreme hunger due to a failure of crops.,五穀不生，果類不熟，導致人們缺乏食物的情況。,雖然作物的產量逐年增加，但一些地方仍然無法擺脫饑荒的威脅。 / 在歷史上，饑荒常常引發社會動盪與政治變革，影響國家的穩定。 / 由於戰爭和自然災害的影響，某些地區面臨著前所未有的饑荒挑戰。 / 世界各地的慈善機構正全力以赴，幫助那些受到饑荒影響的難民。 / 在一些農村地區，因為缺乏有效的糧食儲存系統，常常有饑荒的危機。 / 科學家們正在研究新的農業技術，希望能夠減少饑荒的發生頻率。,n,一場饑荒 / 饑荒造成的問題 / 遇到饑荒 / 受饑荒影響 / 緩解饑荒帶來的問題 / 發生饑荒,jīhuāng,ㄐㄧ ㄏㄨㄤ,"果, 農"
岌岌可危,5346,形容非常危險。[例]這棟古屋在地震之後出現多處裂縫，隨時都有倒塌的可能，情況岌岌可危。,Extremely dangerous; at great risk of collapse or failure.,形容非常危險的情況，隨時可能發生轉變。,在森林火災的嚴重情況下，許多野生動物的生存岌岌可危。 / 由於經濟持續衰退，這家公司的未來發展岌岌可危，必須立即尋找解決方案。 / 地球環境變遷迅速，許多動物植物的棲息地岌岌可危，迫切需要保護措施。 / 這場政治鬥爭使得該地區的安全局勢岌岌可危，居民們十分擔憂。 / 這棟老舊的橋樑經過多次檢查後，隨時可能崩塌，情況岌岌可危。 / 在面對極端氣候的挑戰下，許多農田的產量岌岌可危，農民們非常著急。,idiom,局勢岌岌可危 / 形勢岌岌可危 / 經濟岌岌可危 / 生命岌岌可危 / 前途岌岌可危 / 產量岌岌可危,jíjíkěwēi,ㄐㄧˊ ㄐㄧˇ ㄎㄜˇ ㄨㄟ,農田
機警,5347,機靈、敏捷。[例]這個守門員非常機警，使得對方的攻勢始終無法得逞。,"Lively, agile, and quick-witted; alert and responsive.",聰明而且反應快速，能迅速察覺周圍的情況。,這隻小狗非常機警，一有陌生人靠近，就立即叫起來。 / 這位偵探機警地發現一些嫌犯留下來的證據，迅速找到了破案的關鍵線索。 / 遊戲中的角色如果不夠機警，容易被敵人偷襲。 / 他在面試中的機警反應讓面試官對他的能力印象深刻，迅速獲得工作機會。 / 這名小學生機警地注意到同學的異常行為，及時告訴老師，避免悲劇的發生。 / 在野外探險時，團隊成員必須機警地觀察周圍環境，才能確保安全。,vs-adj,機警的反應 / 機警的解決方案 / 機警的判斷 / 機警的行為 / 機警地觀察 / 極為機警,jījǐng,ㄐㄧ ㄐㄧㄥˇ,
急劇,5348,迅速而猛烈。[例]他的病情因為癌細胞蔓延而急劇惡化，終告不治。,Rapid and extreme; occurring quickly and intensely.,迅速而猛烈。,在最近的氣候變化中，全球氣溫急劇上升，使得許多動物植物面臨生存危機。 / 統計顯示，這個地區的失業率急劇上升，當地政府不得不採取緊急措施來應對。 / 由於傳染病爆發的影響，許多行業的收益急劇下降，導致不少企業面臨倒閉的危機。 / 隨著網路購物的普及，傳統零售業的訂單急劇減少，許多商店面臨營運困難。 / 由於國際局勢的緊張，能源價格急劇上升，影響了全球的經濟穩定性。 / 他的病情急劇惡化，已是命在旦夕了,vs-adj,急劇變化 / 急劇上升 / 急劇下降 / 急劇增長 / 急劇減少 / 急劇惡化,jíjù,ㄐㄧˊㄐㄩˋ,命
急遽,5349,快速、急速。[例]寒流來襲，氣溫急遽下降。,Rapid; fast and sudden.,快速而且急速。,昨天晚上的寒流使氣溫急遽下降，讓人不得不重新拿出厚外套。 / 由於市場需求激增，某些商品的價格急遽上升，讓許多消費者感到驚訝。 / 最近幾年這個城市的人口急遽增加。 / 當傳染病開始流行，病毒急遽傳播，讓人們迅速調整了日常生活。 / 地震發生後，受災區的援助需求急遽增加，志工們紛紛前往協助。 / 由於國際形勢動盪，許多企業的經營環境急遽改變，導致他們不得不重新評估風險。,adv,急遽下降的氣溫 / 急遽上升的價格 / 急遽變化的情況 / 急遽演變 / 急遽傳播的病毒 / 急遽降低,jíjù,ㄐㄧˊㄐㄩˋ,寒流
寄居,5350,暫時寓居。[例]北上求學期間，他都寄居在學校附近的親戚家。,To reside temporarily; to live in someone else's home.,暫時住在他人家中。,他因為工作調動的關係，暫時寄居在朋友的家裡。 / 這個月，我不得不寄居在同學的租屋處，等我的新公寓裝潢好。 / 在外地寄居的時光，讓他感受到不同的生活方式和文化。 / 他們因為家庭變故，只能先寄居在爺爺奶奶的家中。 / 因為工作的原因，親戚的孩子最近寄居在她的家裡，讓家裡熱鬧了許多。 / 為了照顧生病的母親，她從外地回來，但家中沒有房間，所以他只好暫時寄居在鄰居的小房間裡。,va-i,寄居生活 / 短暫寄居 / 寄居的住所 / 暫時寄居 / 寄居的經歷 / 寄居於親戚家,jìjū,ㄐㄧˋㄐㄩ,"租屋, 調動"
飢渴,5351,飢餓和口渴。急切的盼望。[例]小弟對著玩具店中的玩具露出飢渴的眼光。,To be hungry and thirsty; eager or anxious for something.,饑餓和口渴的狀態，並且對某種東西有急切的盼望。,小女孩看著冰淇淋店的招牌，飢渴的眼神讓路過的叔叔忍不住買了一支給她。 / 多日的飢渴，已使他呈現昏迷狀態。 / 他在城市的繁忙生活中感到心靈的飢渴，於是決定參加一場靜修活動，尋求內心的平靜。 / 經過一整天的徒步旅行，他感到飢渴難耐，迫不及待地想找地方休息並補充食物和水分。 / 小弟對著玩具店中的玩具露出飢渴的眼光。 / 隨著科技的快速發展，年輕一代對新知識展現出飢渴的態度，積極參加各種課程。,n,飢渴的心情 / 飢渴的需求 / 飢渴的狀態 / 飢渴的表情 / 飢渴的眼神 / 飢渴的靈魂,jīkě,ㄐㄧ ㄎㄜˇ,"難耐, 口渴"
疾苦,5352,生活艱難困苦。[例]他自幼嚐盡人間的疾苦，因此鍛鍊出吃苦耐勞的韌性。,A state of hardship and suffering in life.,生活艱難困苦。,人生的疾苦讓他更加珍惜眼前的幸福。 / 在戰爭中，許多人嘗盡了疾苦，失去了親人和家園。 / 即使面對生活的疾苦，他仍然不放棄對夢想的追求。 / 援助機構的工作讓他看到了世界各地人們經歷的疾苦。 / 除了身體的疾苦，心理疾病同樣讓他感到疲憊不堪。 / 生活的疾苦讓他更加明白朋友間的珍貴與相互扶持的重要性。,n,人間疾苦 / 嘗盡疾苦 / 感受到疾苦 / 面對疾苦 / 脫離疾苦 / 人生的疾苦,jíkǔ,ㄐㄧˊㄎㄨˇ,
擊垮,5353,,To crush or defeat someone or something completely.,使某個人或某件事情完全失去力量、信心或能力。,在比賽中，對手的強大實力讓我們的信心瞬間被擊垮了。 / 在聽到這個挫敗的消息後，他的精神狀態幾乎被擊垮。 / 面對傳染病爆發的壓力，許多小企業經營困難，財務狀況被擊垮。 / 聽到對於未來不樂觀的報導，投資者們的信心似乎快被擊垮了。 / 她的健康狀況突然惡化，讓原本充滿希望的計畫被無情地擊垮。 / 一次接一次的挫折讓他的信念逐漸被擊垮，讓他對未來充滿疑慮。,va-t,迅速擊垮 / 輕易擊垮 / 完全擊垮 / 不容易被擊垮 / 嚴重擊垮 / 很快被擊垮,jīkuǎ,ㄐㄧ ㄎㄨㄚˇ,
擊潰,5354,將對方打垮使其散亂不整。[例]由於戰略運用得宜，我方輕易的便將敵軍擊潰了。,"To defeat or crush an opponent, causing them to be disorganized and defeated.",將對方打垮，使其散亂不整。,經過一場硬戰，他們終於在比賽中擊潰了對手。 / 這次的策略改變讓我們有機會擊潰敵軍的防線，取得勝利。 / 最終的決賽中，我們的球隊展現出色，輕易地擊潰了對方，贏得了冠軍。 / 計劃周密的進攻讓我們在短時間內成功擊潰了敵軍的補給線，削弱了他們的戰力。 / 這場激烈的辯論中，他以鋒利的論點擊潰了對方的每一條論點，贏得了全場的掌聲。 / 在心理戰中，我們成功地擊潰了對手的信心，讓他們無法再進行有效的反擊。,va-t,輕易的擊潰 / 成功擊潰 / 迅速擊潰 / 對手被擊潰 / 徹底擊潰 / 一次擊潰,jīkuì,ㄐㄧ ㄎㄨㄟˋ,散亂
伎倆,5355,不正當的手段。[例]他那點小小的伎倆怎麼騙得過行家？,Unseemly or underhanded tactics; tricks or strategies used to deceive or manipulate.,不正當的手段或技巧，通常用來達成某種目的。,他隨便使用的那些伎倆，一下就被識破了。 / 在商業競爭中，有些公司為了利益不惜動用不正當的伎倆。 / 雖然這個計畫看起來完美，但實際上隱藏了不少伎倆和陷阱。 / 他以為自己的伎倆很高明，沒想到早就被被同行看透。 / 他那卑鄙的伎倆讓所有人都感到厭惡，沒有人再願意與他合作。 / 在選舉期間，某些政治人物使用各種伎倆來帶風向，影響選民的選擇。,n,不正當的伎倆 / 伎倆與手段 / 狡詐的伎倆 / 卑鄙的伎倆 / 狡猾的伎倆 / 各種伎倆,jìliǎng,ㄐㄧˋ ㄌㄧㄤˇ,
計量,5356,計算數量。[例]望著無法計量的滿天星斗，讓我消減了些許孤寂感。,To measure or calculate quantities.,計算數量或大小的行為。,科學實驗需要精確的計量，才能確保結果的可靠性。 / 在環保會議上，專家們強調國家之間應該建立統一的排放標準，第一項是準確的計量各國碳排放量。 / 在建築工地上，工人們必須精確計量材料的量，以避免浪費和提高工程效率。 / 他對於家中植物的生長十分關心，經常計量土壤的濕度和陽光的照射時間。 / 學校的社會科學課程中，學生們學習如何計量和分析各種社會指標，以理解經濟發展的趨勢。 / 在產品設計的過程中，工程師需要進行精確的計量，才能確保產品的品質和功能達到標準。,va-t/N,精確的計量 / 準確的計量 / 可靠的計量 / 客觀的計量 / 量化的計量 / 基於數據的計量,jìliàng,ㄐㄧˋ ㄌㄧㄤˋ,
機靈,5357,機智靈巧。[例]他既機靈又認真，是主管的得力助手。,Clever and quick-witted; demonstrating intelligence and resourcefulness.,機智靈巧，反應迅速，善於處理各種情況。,她在遊戲中總是能快速找出破綻，十分機靈。 / 在討論會上，她機靈地提出了一個新的解決方案，讓大家刮目相看。 / 這隻狗不但忠心，而且也非常機靈，能夠聽懂主人的每一個指令。 / 這位機靈的孩子總是能在課堂上提出意想不到的問題，讓老師也感到驚訝。 / 他的機靈反應讓大家都驚訝，即使在緊急情況下也能好好應對。 / 每當遇到困難時，她總能機靈地想出辦法，幫助團隊順利完成任務。,vs-adj,機靈的人 / 機靈的孩子 / 機靈的回答 / 機靈的反應 / 機靈的表現 / 機靈的策略,jīlíng,ㄐㄧ ㄌㄧㄥˊ,聽懂
雞毛蒜皮,5358,比喻沒有價值、不重要的小事。[例]他們夫妻倆常為了一些雞毛蒜皮的小事吵架。,Trivial matters; referring to insignificant and unimportant details.,比喻沒有價值或不重要的小事情。,這對夫妻常常因為雞毛蒜皮的事爭吵，讓周圍的人都感到無奈。 / 在會議上，大家不要浪費時間討論那些雞毛蒜皮的小問題，應該把重點放在重要的議題上。 / 不要為雞毛蒜皮的事情浪費時間，生活中還有很多重要的事情需要關心。 / 朋友之間應該互相包容，無需為那些雞毛蒜皮的小事斤斤計較。 / 他在工作中常常執著於雞毛蒜皮的問題，讓團隊的效率受到影響。 / 不要讓雞毛蒜皮的小事影響了我們的大局，彼此之間的信任更為重要。,idiom,雞毛蒜皮的小事 / 不要為雞毛蒜皮的小情爭吵 / 常為雞毛蒜皮的事情吵架 / 不必在雞毛蒜皮上浪費時間 / 對於雞毛蒜皮的事不必太在意 / 不要把雞毛蒜皮的事放在心上,jīmáosuànpí,ㄐㄧ ㄇㄠˊ ㄙㄨㄢˋ ㄆㄧˊ,
機敏,5359,機靈聰敏。如：「幸虧他處事機敏，才沒有落入別人的圈套。」也作「機警」。,Intelligent and quick-witted; alert and perceptive.,機靈聰敏，反應快。,在這次的逃生演習中，若沒有他機敏的反應，可能會造成更大的混亂。 / 儘管面對緊急情況，他的機敏思維使他能迅速找到解決方案。 / 當問題出現時，這位機敏的員工總是能夠提出有效的建議。 / 他的機敏判斷力在危機時刻幫助團隊避免了重大損失。 / 在比賽時，運動員們的機敏反應使他們能夠把握每一個機會，贏得比賽。 / 這隻警犬的機敏嗅覺幫助警方迅速找到失蹤的人，贏得了大家的讚譽。,vs-adj,機敏的頭腦 / 機敏的思維 / 機敏的判斷 / 機敏的處理 / 機敏的反應能力 / 機敏的判斷力,jīmǐn,ㄐㄧˉㄇㄧㄣˇ,"警犬, 若, 警, 聰敏"
積木,5360,一種玩具。以木頭或塑膠等材質製成，有各種形狀及色彩，能組合成多種形式的建築物及圖案。可藉以啟發智慧及組織能力。[例]這兩位小朋友正在同心協力的將積木組合成一間房子。,"A block toy; a type of toy made of wood or plastic, available in various shapes and colors, that can be assembled to form different structures and patterns.",一種玩具，通常以木頭或塑膠等材質製成，具有各種形狀及色彩，能夠組合成多種形式的建築物和圖案，並可啟發智慧及組織能力。,這兩位小朋友正在同心協力的將積木組成一間房子。 / 小孩們在地上玩著五顏六色的積木，發揮創意堆疊出各種形狀。 / 堆積木遊戲不僅好玩，還能增進小朋友的手眼協調能力。 / 孩子們正在合作搭建一個高高的積木塔，享受著團隊合作的樂趣。 / 這位小朋友把積木蓋成一座橋，滿臉驕傲地向大家展示自己的創作。 / 透過玩積木，孩子們學會了空間概念，並發展出良好的思維能力。,n,一堆積木 / 彩色的積木 / 玩積木 / 堆積木 / 積木房子 / 積木拼圖,jīmù,ㄐㄧ ㄇㄨˋ,
雞皮疙瘩,5361,皮膚因為遇冷或受其他刺激而呈點狀突起。因其狀似去毛後的雞皮，故稱為「雞皮疙瘩」。[例]她聽到這番肉麻話，不禁起了一身的雞皮疙瘩。,"Goosebumps; the small, raised bumps on the skin that occur when cold or other stimuli cause the muscles at the base of hair follicles to contract.",皮膚因遇冷或受其他刺激而呈點狀突起，形狀像去毛後的雞皮，故稱為此。,看恐怖電影時，看到那些可怕的情節，我的手臂上不自覺地起了雞皮疙瘩。 / 走在陰暗的巷子裡，冷風一吹，我立刻感到一陣雞皮疙瘩。 / 他描述的那個神秘傳說讓整個房間都陷入了靜默，每個人都開始起雞皮疙瘩。 / 在那次探險中，偶然發現的老房子讓我不由自主地起了雞皮疙瘩，心裡充滿了緊張。 / 當她講述她的夢魘經歷時，我坐在一旁都感到雞皮疙瘩直豎。 / 聽到那個消息的時候，我全身都雞皮疙瘩，無法相信事情竟然會如此突然發生。,n,一身雞皮疙瘩 / 起雞皮疙瘩 / 全身都雞皮疙瘩 / 感到雞皮疙瘩 / 雞皮疙瘩的感覺 / 雞皮疙瘩的反應,jīpígēdà,ㄐㄧ ㄆㄧˊ ㄍㄜ ㄉㄚˋ,"雞皮, 突, 遇, 點狀"
急迫,5362,立刻需要處理，不可以延誤。[例]救火是非常急迫的事，一刻都不能耽誤。,Urgent; requiring immediate attention or action.,需要立刻處理，不可以延誤。,學校最近發現教學設備的不足，急迫需要資金的支持。 / 面對傳染病的擴散，醫療系統急迫需要更多的義工加入。 / 在世界糧食安全會議上，專家們強調了解決糧食短缺的急迫性。 / 最近的環境污染問題，使得相關部門急迫需要制定新的政策。 / 隨著科技的快速發展，企業急迫需要進行數位轉型以保持競爭力。 / 面對急迫的情況，團隊必須立即制定應對計畫，以防止更多的損失。,vs-adj,急迫的需要 / 面對急迫的情況 / 急迫的問題 / 解決急迫的問題 / 急迫的需求 / 情況非常急迫,jípò,ㄐㄧˊㄆㄛˋ,
擊破,5363,打敗、攻破。[例]他採取各個擊破的策略，將難題一一克服。,To defeat or overcome by attacking or breaking through.,打敗敵人或攻破障礙。,經過幾個月的訓練，他終於擊破了自己的極限，跑了五千公尺的好時間。 / 經過一番努力，這個團隊擊破了技術上的瓶頸，使產品得以順利上市。 / 這部電影以新穎的故事情節，擊破了觀眾對於傳統愛情片的固有印象。 / 這位科學家通過實驗，擊破了長久以來人們對那種材料的性能誤解。 / 團隊合作使得他們能夠擊破項目進行中的各種困難，最終按時完成任務。 / 在這場戰鬥中，士兵們英勇奮戰，擊破了敵軍的防線，為勝利奠定了基礎。,vp-t,擊破防線 / 擊破敵人 / 精準擊破 / 迅速擊破 / 直接擊破 / 擊破瓶頸,jīpò,ㄐㄧ ㄆㄛˋ,攻破
記取,5364,記得、記住。[例]希望你能記取教訓，不要再犯同樣的錯。,To remember or take to heart.,記得並牢牢記住某種經驗或教訓，並在未來行動中加以遵守。,希望你能記取教訓，不要再犯同樣的錯。 / 上一次的比賽失利，希望我們都能記取重要的教訓。 / 這本書提醒我們要記取歷史的教訓，以免一樣的情況再次發生。 / 這次的經歷讓我深刻地記取了溝通的重要性。 / 我希望能記取朋友的建議，這樣我在面對挑戰時會更有信心。 / 回顧我們的項目，我們應該記取失敗的教訓，以便在未來做得更好。,va-t,記取教訓 / 記取經驗 / 記取重要性 / 記取真相 / 記取歷史 / 記取目標,jìqǔ,ㄐㄧˋ ㄑㄩˇ,記住
極權,5365,由個人或少數人所絕對控制的政權。[例]極權統治是違反人性的，遲早會遭到人民的唾棄。,A totalitarian regime controlled absolutely by an individual or a small group.,由個人或少數人絕對控制的政權。,在極權社會中，任何反對意見都可能遭到嚴厲的懲罰。 / 極權政策通常通過控制媒體來壓制真實資訊的傳遞。 / 在極權體制下，公民的權利被極大削弱，個人隱私幾乎不存在。 / 極權統治下，人民得接受官方的意識形態，失去了獨立思考的空間。 / 極權政府利用高科技監控手段，無時無刻不在監視公民的日常生活。 / 在極權體制中，言論自由被視為禁忌，使得社會失去了多元的聲音。,n,極權主義 / 極權政府 / 極權社會 / 極權統治 / 極權控制 / 極權壓制,jíquán,ㄐㄧˊㄑㄩㄢˊ,政權
激賞,5366,極為讚賞。[例]這位演員把劇中的角色詮釋得淋漓盡致，真是令人激賞。,To praise or commend highly.,極為讚賞某人或某事，非常肯定和欣賞。,這位音樂家的新專輯收到了廣泛的激賞，讓人耳目一新。 / 這部電影的導演在業界享有很高的聲譽，業界相當激賞他的創作才華和獨特視角。 / 這幅畫作展現了藝術家的深厚素養，因此受到專家們的激賞。 / 這部電影在影展上播放後，得到觀眾的激賞，評論家們一致認為它是今年的佳作。 / 這位科學家的研究成果對行業影響深遠，受到了學術界的激賞，認為他的工作開創了新的領域。 / 這篇文章深入探討了社會問題，因而引發了廣泛的討論與激賞，讀者都表示收到了很大啟發。,vs-t,令人激賞 / 受到激賞的作品 / 受到激賞的評論 / 得到激賞的評價 / 讓人激賞的事蹟 / 獲得激賞,jīshǎng,ㄐㄧ ㄕㄤˇ,
躋身,5367,登上。[例]經過長久的苦練與艱辛的比賽，他終於躋身世界網球好手之列。,To ascend to or be included in a certain rank or position.,登上某個高水平或地位的行列，通常經過努力或考驗。,他經過多年的努力，終於躋身國際音樂家名單的行列。 / 隨著科技的進步，這家公司成功躋身全球領先的科技企業之中。 / 這位新演員憑藉出色的表現，迅速躋身國際電影圈的知名演員行列。 / 這所大學以其優秀的教學品質，成功躋身世界名校的行列。 / 經過嚴格的考試，這位學生終於躋身了全國最頂尖的醫學院。 / 經過長久的苦練與艱辛的比賽，他終於躋身世界網球好手之列,vp-t,躋身頂尖團隊 / 躋身成功行列 / 躋身國際舞台 / 躋身世界舞台 / 躋身上流 / 躋身名校,jīshēn,ㄐㄧ ㄕㄣ,"登, 校, 電影圈, 醫學院"
寄生,5368,生物學上指依附於他物而生存的現象。如蛔蟲寄生於人體。[例]虱、蚤寄生於動物體表，以吸食血液為生。,"A parasitic organism; A biological phenomenon where one organism lives on or in another organism, deriving advantages at the host's expense.",生物學上指依附在其他生物身上而生存的現象，通常以宿主的資源為生。,寄生蟲在宿主身上繁殖，這會對宿主的健康造成很大的負擔。 / 一些寄生植物，會寄生於其他植物上，吸取養分來生長。 / 科學家正在研究如何有效地控制寄生蟲，以減少對農作物的損害。 / 寄生蟲的存在有時候會導致宿主出現嚴重的營養不良問題。 / 某些昆蟲會寄生於其他昆蟲的身體內，這是一種特殊的生存策略。 / 寄生關係在生態系統中是常見的，它們對物種之間的互動有重要影響。,va-t/N,寄生蟲 / 寄生生物 / 寄生關係 / 寄生的方式 / 寄生於動物 / 寄生於人類,jìshēng,ㄐㄧˋㄕㄥ,"良, 宿主"
寄生蟲,5369,寄生於他種動植物體內或體外的蟲類。比喻不事生產，而依賴剝削維生的人。[例]他真是個社會的寄生蟲，每天遊手好閒，不知自己該做些什麼？,A parasite; a worm that lives in or on another host organism. Metaphorically refers to a person who is nonproductive and relies on exploitation for sustenance.,寄生於他種動植物體內或體外的蟲類。比喻不事生產而依賴剝削維生的人。,能夠精確辨識寄生蟲的種類對於醫療診斷相當重要。 / 這本書深入探討了寄生蟲對生態系統的影響。 / 這篇研究文章分析了寄生蟲的繁殖特點以及如何影響生態平衡。 / 了解寄生蟲與宿主之間的關係對於發展新治療方法非常關鍵。 / 寄生蟲的多樣性使得生物學家們對它們的研究充滿挑戰。 / 許多寄生蟲依賴特定的媒介傳播，以達成它們的繁殖目的。,n,寄生蟲感染 / 寄生蟲疾病 / 寄生蟲的特徵 / 寄生蟲的危害 / 寄生蟲的繁殖 / 寄生蟲與宿主,jìshēngchóng,ㄐㄧˋㄕㄥ ㄔㄨㄥˊ,"宿主, 動植, 體, 目"
計數,5370,,To count or enumerate.,計數是指對數量進行計算或清點的行為。,計數的過程中，他發現多了一個項目，讓他有些疑惑。 / 每當我們學習計數的時候，老師都會用有趣的遊戲來幫助我們記憶。 / 學習計數的能力對小朋友來說非常重要，可以幫助他們在日常生活中更有效地處理金錢。 / 在市場上，商家需要準確地計數貨物的數量，以便於訂單的處理和顧客的需求。 / 計數時，他常常使用手指來輔助記憶，這樣能避免出錯。 / 在學校的數學課上，老師教導學生們如何使用不同的方法來進行計數，提高他們的數學能力。,va-t,計數的方法 / 計數的方式 / 計數的工具 / 計數的準確性 / 計數的結果 / 計數和核對,jìshù,ㄐㄧˋㄕㄨˋ,清點
奇數,5371,不能被二整除的數，如一、三、五等。相對於偶數而言。,"An odd number; A number that cannot be evenly divided by two, such as one, three, five, etc. It is the opposite of an even number.",不能被二整除的數，如一、三、五等，與偶數相對。,她在數學課上學到了奇數和偶數的不同特徵。 / 在數學題目中，奇數的和總是偶數。 / 當他們排隊時，男生的數量是奇數，女生的數量是偶數。 / 七是一個奇數，因為它不能被二整除。 / 數學競賽中，選手們需要快速判斷出題目的數字是奇數還是偶數。 / 他們在公園裡玩撲克牌，奇數的牌組讓遊戲變得更加刺激。,n,奇數和偶數 / 奇數的特性 / 奇數的運算 / 奇數的數字 / 奇數的應用 / 奇數的和,qísù,ㄑㄧˊㄙㄨˋ,
積水,5372,聚集而不流動的水。《三國演義》第五○回：「前面山僻路小，因早晨下雨，坑塹內積水不流，泥陷馬蹄，不能前進。」,A pool of stagnant water; accumulated water that is not flowing.,聚集而不流動的水。,大雨過後，路邊積水淹沒了人行道。 / 這個池塘的積水在陽光下反射出美麗的光芒。 / 每當夏季暴雨過後，街道上都會積水，影響交通。 / 積水容易滋生蟲子，因此要定期清理和排放。 / 昨天晚上的暴雨讓整個社區都出現了嚴重的積水問題。 / 這幾天的連續下大雨，使得田地裡積水，影響了農作物的生長。,n,一灘積水 / 地面積水 / 車道積水 / 防止積水 / 田地積水 / 路邊積水,jīshuǐ,ㄐㄧˉㄕㄨㄟˇ,積
激素,5373,人或高等動物體體內由內分泌腺體所分泌的化學物質。直接進入血液中，循環到全身各組織器官，用以調節各種細胞的代謝作用、生長發育和生理機能。　△荷爾蒙,"A hormone; a chemical substance secreted by endocrine glands in humans or higher animals, directly entering the bloodstream and circulating to various tissues and organs to regulate metabolic processes, growth, development, and physiological functions.",人體或高等動物體內由內分泌腺體分泌的化學物質，直接進入血液中，循環到全身各組織器官，調節各種細胞的代謝作用、生長發育和生理功能。,運動可以幫助調節體內的激素水平，促進身體健康。 / 激素的變化會影響一個人的情緒與行為，讓人感到焦躁或快樂。 / 學生的壓力可能會導致激素的分泌異常，進而影響他們的學習效率。 / 隨著年齡增長，體內的激素平衡可能會改變，需要透過飲食和運動來調整。 / 男孩和女孩到了12歲激素急劇增加，導致明顯的生理變化。 / 激素的失調可能會引發一系列健康問題，需要專業醫生的診斷與治療。,n,激素分泌 / 激素治療 / 生長激素 / 激素失調 / 激素調節 / 體內激素,jīsù,ㄐㄧ ㄙㄨˋ,"12, 內分泌, 代謝, 體, 腺"
擊退,5374,打敗敵人使其退走。[例]我方以強大的火力擊退入侵的敵軍。,To repel or drive back the enemy.,打敗敵人，使其退走。,在這次任務中，士兵們奮力抵抗，成功擊退了對方的多次進攻。 / 經過一番激烈的戰鬥，我方終於成功擊退了侵略者的攻擊。 / 為了保護家園，村民們團結起來，勇敢地對抗外來的威脅，擊退了敵人的侵入。 / 在任務中，海軍果斷出擊，成功擊退了試圖侵犯區域的敵方艦隊。 / 在山區，巡邏的特種部隊利用地形優勢，成功擊退了對方的埋伏。 / 為了維護城市的安全，警察增加人員，迅速擊退了暴力事件中的不法分子。,va-t,擊退侵略 / 擊退敵人 / 成功擊退 / 迅速擊退 / 努力擊退 / 擊退攻擊,jítuì,ㄐㄧˊㄊㄨㄟˋ,
