word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
繚繞,5965,環繞、盤旋。[例]雲煙繚繞、歌聲繚繞,To surround and coil in a spiraling manner.,環繞在某個物體或空間周圍，像是盤旋而行。,在清晨，山谷裡的霧氣繚繞，讓整個景色顯得神秘又美麗。 / 在她的心中，對故鄉的思念繚繞不去，時時刻刻牽動著她的情感。 / 當夜幕降臨，城市的燈光繚繞成了一幅夢幻的畫面，吸引著行人的目光。 / 在古老的廟宇裡，香火和祭品的香氣繚繞，讓人感受到深厚的文化與歷史。 / 他們的友誼經歷了許多磨難，然而那份情感依然繚繞在彼此的心中。 / 傍晚時分，夕陽的餘暉繚繞在天際，映照出迷人的色彩。 / 漫步在花園裡，花香隨風繚繞，讓人心情愉悅。 / 在寧靜的湖邊，微風輕拂，湖面的波紋繚繞出一幅動人的景象。 / 清晰的旋律在空氣中繚繞，彷彿將人們帶入了一個遙遠的夢境。 / 每當她回想起過去，那些快樂的回憶總是繚繞在她的腦海裡，讓她忍不住微笑。 / 秋天來臨，樹葉的色彩繚繞成一道金黃的風景，讓人陶醉其中。,va-i,雲煙繚繞 / 歌聲繚繞 / 香氣繚繞 / 思念繚繞 / 回憶繚繞 / 霧氣繚繞 / 夢境繚繞 / 心情繚繞 / 旋律繚繞 / 傳奇繚繞,,,"帶入, 牽動, 餘暉, 雲煙, 波紋, 隨, 映照, 金黃, 時時刻刻"
瞭若指掌,5966,比喻非常清楚了解。[例]我和他交往了數年，對他的個性已經瞭若指掌。,To know something very clearly and thoroughly.,比喻對某事物非常清楚了解。,在這個行業待了十年，他對市場的動態已經瞭若指掌。 / 這位駐外大使對當地的歷史文化瞭若指掌，經常與民眾交流。 / 對於這次研討會的內容，專家們瞭若指掌，能夠提出深入的見解。 / 我們已經瞭若指掌這個項目的每一個細節，準備好對外發佈。 / 她對社交媒體的算法瞭若指掌，因此能夠制定出高效的行銷計畫。 / 他對這家公司的運營方式瞭若指掌，所有規則都在他的腦海裡。 / 我對這項技術的應用領域瞭若指掌，因此能夠給客戶提供最佳建議。 / 這位編輯對文學界的各種趨勢瞭若指掌，總是能夠發掘出新興的作家。 / 小王對這次旅行的行程安排瞭若指掌，讓大家都感到安心。 / 對於這場音樂會的每一位演出者，他都瞭若指掌，能夠一一介紹。 / 她對公司的財務狀況瞭若指掌，讓管理層非常信任她的專業意見。 / 我對這個城市的交通系統瞭若指掌，因此能幫助外地來的朋友快速找到路線。/ 這位專家對市場瞭若指掌，能夠提供精準的分析和建議。 / 你對這個問題瞭若指掌，能給我們提出很好的解決方案。 / 他們對比賽的規則瞭若指掌，所以在比賽中表現得非常出色。 / 我們已經瞭若指掌客戶的需求，能夠更好地提供服務。 / 她對公司的一切瞭若指掌，可以隨時解答新同事的疑問。,idiom,我瞭若指掌他的個性 / 你對這個問題瞭若指掌 / 她對公司的一切瞭若指掌 / 我們已經瞭若指掌客戶的需求 / 他對這門課程瞭若指掌 / 他們對這個計畫瞭若指掌 / 我對這件事情瞭若指掌 / 這位專家對市場瞭若指掌 / 他們對比賽的規則瞭若指掌 / 我對財務狀況瞭若指掌,,,"運營, 研討, 效, 算法"
療傷,5967,治療、調養傷勢。[例]他的傷勢不輕，需要休息一段時間來療傷。,To treat and recover from an injury.,治療和調養身體的傷勢，讓身體恢復健康。,他最近經歷了一段感情的波折，需要一些時間來療傷。 / 在海邊的靜謐時光中，她找到了一種療傷的方法，讓心情逐漸平復。 / 他邀請朋友一起去爬山，希望在大自然中療傷，忘掉不愉快的回憶。 / 療傷的過程並不容易，但她明白只有面對自己的情緒，才能真正走出陰影。 / 他透過閱讀小說來療傷，沉浸在不同的故事中，暫時逃離現實的困擾。 / 在療傷期間，她開始學習冥想，幫助自己放鬆心情和釋放壓力。 / 他認識到，療傷的時間因人而異，每個人都需要找到適合自己的方式來恢復。 / 療傷並不是一蹴而就的事情，她經常寫日記，記錄自己的感受和成長。 / 在朋友的支持下，他漸漸學會了如何療傷，並重新找到生活的樂趣。 / 她參加了心理輔導課程，希望透過專業的幫助來加快療傷的進程。 / 即使療傷的路上有許多挑戰，他也相信終會迎來陽光明媚的明天。,va-t/N,需要療傷 / 療傷的過程 / 療傷的方式 / 療傷與恢復 / 療傷的心情 / 療傷期間 / 療傷的狀態 / 療傷的經歷 / 療傷後的生活 / 療傷需要時間,,,"迎, 蹴, 加快, 終"
聊勝於無,5968,聊，略微，指比完全沒有略微好些。[例]這份工作雖然薪水微薄，總是聊勝於無。,"Slightly better than having nothing; an expression indicating that although a situation may not be ideal, it is still preferable to having no benefits at all.",比起完全沒有，略微好一些。,即使這個提議的預算很少，還是聊勝於無，有助於改善一些問題。 / 雖然這個計畫的進展緩慢，但聊勝於無，至少有在進行。 / 他對這次考試的準備不充分，但老師給他的建議聊勝於無，讓他有些信心。 / 雖然最近的收益不如預期，這筆小額資金的支持聊勝於無，讓我們可以繼續運營。 / 即使這份工作待遇不高，總聊勝於無，至少能讓我積累一些經驗。 / 即便這次旅行的時間有限，聊勝於無，我們還是享受了美好的時光。 / 對於這個困難的問題，她提出的幾個想法雖然不多，但聊勝於無，提供了新的角度。 / 儘管這次會議的參與人數不多，但這些意見聊勝於無，讓我們對項目有了更清晰的方向。 / 雖然這本書的內容有些淺顯，但聊勝於無，還是讓我在某些方面有所收穫。 / 這份報告的資料不足，但聊勝於無，還是為我們的研究提供了一些參考。 / 在這次比賽中，他的表現雖然平平，但聊勝於無的經驗還是讓他感受到競技的樂趣。,idiom,聊勝於無的生活 / 聊勝於無的支持 / 聊勝於無的信心 / 聊勝於無的幫助 / 聊勝於無的補助 / 聊勝於無的小獲利 / 聊勝於無的進步 / 聊勝於無的經驗 / 聊勝於無的安排 / 聊勝於無的資料,,,"積累, 略微, 很少, 聊勝, 額, 競技, 有助, 比起, 運營, 勝"
瞭望,5969,站在高處向遠方眺望。常有監視、偵察的意思。[例]他用望遠鏡小心的瞭望，以觀察敵人的動靜。,"To lookout or survey from a high place, often with the intention of observing or monitoring.",站在高處向遠方眺望，通常帶有監視或偵察的意思。,他爬上山頂，靜靜地瞭望著四周的美景。 / 在舊城牆上，士兵們仔細瞭望，檢查是否有敵軍接近。 / 使用望遠鏡，海岸警衛隊員能夠更清楚地瞭望到遠方的船隻。 / 她站在瞭望台上，心中充滿敬畏，望著蔚藍的海洋與無垠的天際。 / 瞭望台上，志願者們熱心地瞭望，以便及時發現並幫助困難的旅客。 / 在高處瞭望，視野更加開闊，讓他感受到大自然的壯麗。 / 燦爛的夕陽下，山民們聚集在一起，瞭望著日落的美景，心中充滿了平靜。 / 他站在船頭，專心瞭望著前方的海面，期待著能夠看到海豚的身影。  / 在遠足的過程中，大家都停下來瞭望，感受山谷中的寧靜與和諧。  / 瞭望著星空，她幽思著宇宙的奧秘，心中充滿了無限的遐想。  / 在寒冷的冬季，孩子們在窗邊瞭望著白雪覆蓋的世界，期待著堆雪人和打雪仗的樂趣。,va-t,高處瞭望 / 遠方瞭望 / 用望遠鏡瞭望 / 站在瞭望台瞭望 / 瞭望地平線 / 靜靜瞭望 / 向下瞭望 / 開闊的視野瞭望 / 瞭望敵情 / 燦爛的景色瞭望,,,"無垠, 幽, 白雪, 遠足, 思, 壯麗, 旅客, 山頂, 望, 海豚, 敵情, 帶有, 山民"
料想,5970,揣測、猜想。[例]基於我對他的了解，我料想他一定會答應這件事。,To speculate or conjecture.,揣測或猜想某件事的結果或情況。,基於他平時的表現，我料想這次考試他會得到高分。 / 她對未來的計畫我已經聽說過，所以我料想她不會改變主意。 / 看到這個新產品的設計，我料想它會受到消費者的喜愛。 / 由於天氣預報的警告，我料想今天會有很多人取消戶外活動。 / 這部電影的預告片很精彩，我料想上映後票房會不錯。 / 這次比賽的參賽者實力相當，我料想最後的結果會非常接近。 / 他之前提到過想要換工作，所以我料想他這次會提出辭職的要求。 / 由於這個消息在網上迅速傳播，我料想今晚的記者會會非常熱鬧。 / 他的專業能力很強，我料想他不久後會獲得晉升的機會。 / 這本書的評價非常高，我料想一旦上架會被搶購一空。 / 料想在這樣的競爭下，只有最有實力的團隊能脫穎而出。,vp-t,我料想 / 他料想 / 她料想 / 我們料想 / 你料想 / 他們料想 / 可能料想 / 料想不到 / 大家料想 / 如何料想,,,"參賽, 今晚, 料, 搶購"
療養,5971,醫治疾病、調養身體。[例]由於疾病纏身，他決定把公司交給兒子，專心住院療養。,To treat an illness and recuperate.,醫治疾病，調養身體，使健康恢復。,經過一段時間的療養，他的健康逐漸恢復，現在可以回到工作崗位了。 / 這所療養院的環境十分優雅，讓病人能夠在舒適的地方康復。 / 在療養期間，醫生建議她進行輕度的運動，以促進血液循環。 / 療養療程結束後，患者需要定期回診，確保身體狀況穩定。 / 她在療養過程中，認識了許多志同道合的朋友，彼此鼓勵，共同面對挑戰。 / 他選擇去山區療養，以遠離城市的喧囂，專心調養身心。 / 在療養期間，家人經常來探望她，給予她鼓勵和支持，讓她倍感溫暖。 / 醫生強調，良好的飲食習慣對於療養過程中的康復至關重要。 / 療養院定期舉辦健康講座，幫助患者了解更多有關康復的知識。 / 他在療養期間，開始學習新的興趣愛好，讓自己的生活變得更加充實。 / 療養結束後，專業的康復師為他制定了個性化的運動計畫，幫助他更快恢復。,n,療養方式 / 療養計畫 / 療養生活 / 療養需求 / 療養效果 / 療養活動 / 療養院 / 療養治療 / 療養期間 / 療養措施,,,"師, 回診, 遠離"
療養院,5972,專門為某些慢性疾病，如結核病、風溼病等患者的療養而設立的醫院。在制度化的生活中，依不同病情，結合運用物理療法與一般診療法，以促使患者在醫護人員的指導下，儘速恢復健康。一般設在環境良好的地區。[例]他因感染肺結核而住進療養院。　△療養所,"A sanatorium; a specialized hospital for the care and rehabilitation of patients with chronic illnesses such as tuberculosis and rheumatism, where they receive treatment and rest in a structured environment.",專門為某些慢性疾病患者提供療養的醫院。醫院內結合物理療法和一般診療法，幫助患者在醫護人員指導下儘速恢復健康。通常設在環境良好的地區。,他的姑姑因為慢性疾病住進療養院，享受安靜的環境和專業的護理。 / 在療養院裡，患者們經常參加各種康復活動，以幫助改善身體健康。 / 療養院的工作人員會定期檢查患者的身體狀況，確保他們得到適當的醫療照護。 / 為了促進身心健康，療養院每天都會安排戶外活動，讓患者呼吸新鮮空氣。 / 療養院的設施非常完善，有健身房、圖書館和安靜的休息區，讓患者能夠放鬆心情。 / 療養院提供了安靜舒適的環境，讓住院的患者可以安心療養。 / 為了更好地照顧患者，療養院定期舉辦護理人員的專業培訓。  / 在療養院，志願者們經常來陪伴患者，讓他們感受社會的關愛與溫暖。  / 療養院的患者們常常分享彼此的故事，這樣的交流有助於建立友誼和支持系統。  / 療養院的醫療團隊會根據每位患者的具體病情，制定個性化的康復計劃。  / 為了提升生活品質，療養院還提供了各種文化娛樂活動，讓患者的日常生活更加充實。,n,療養院的患者 / 療養院的環境 / 住進療養院 / 療養院的工作人員 / 療養院的設施 / 在療養院 / 療養院的病房 / 療養院的照護 / 療養院的生活 / 療養院的醫療,,,"設, 療法, 診療法, 護理, 儘速, 有助, 住進, 身心健康"
療癒,5973,治好傷痛。[例]這些優美的樂曲療癒了許多悲傷無助的心靈。,To heal or soothe pain or distress.,治好身心的傷痛，使人感到安慰和放鬆。,最近我開始練習冥想，發現這個過程非常療癒。 / 這部電影的結局讓我感到心靈上的療癒，彷彿所有的煩惱都消失了。 / 疫情期間，越來越多的人開始喜歡養寵物，以尋求療癒和陪伴。 / 漫畫和小說中的故事情節也能給人帶來療癒的感覺，讓讀者短暫逃離現實。 / 朋友說，每次去大自然散步都能得到療癒，享受清新的空氣和靜謐的環境。 / 林中的鳥鳴聲對我來說是一種療癒的音樂，讓我感受到和平與安寧。 / 最近參加的陶藝課程讓我體驗到了療癒的過程，雙手創造出美麗的作品讓我心滿意足。 / 在壓力大的日子裡，泡一杯香茶也成了我尋求療癒的方式，讓心情得到放鬆。 / 與志同道合的朋友們分享心情，這樣的交流讓我感覺到了一種療癒的力量。 / 最近我喜歡上了寫日記，記錄下自己的感受和思緒，這樣的習慣帶來了不少療癒的效果。 / 療癒的方法有很多，無論是藝術、音樂還是大自然，找到適合自己的方式最重要。,vs-t,療癒的方法 / 療癒的音樂 / 心靈的療癒 / 身心的療癒 / 療癒的力量 / 療癒的效果 / 療癒的環境 / 療癒的經驗 / 療癒的方式 / 療癒的療法,,,"療, 雙手, 療法, 疫情, 癒, 癒療, 治, 陶藝, 鳥鳴"
列隊,5974,依次排成整齊的隊伍。[例]校慶時，同學們在校門口列隊歡迎嘉賓的蒞臨。,"To line up in an orderly manner, forming a queue.",依次排成整齊的隊伍。,小朋友們在操場上列隊，準備參加體育課。 / 在學校的開學典禮上，學生們整齊地列隊，迎接新同學的到來。 / 放學時，孩子們在校門口列隊等候家長來接，場面十分溫馨。 / 為了參加音樂會，樂隊成員在台下列隊，準備上台演出。 / 校園裡，志願者們列隊發放口罩，關心大家的健康安全。 / 學校組織了遠足，學生們列隊走向目的地，興奮地討論著。 / 在運動會上，參賽選手們運動員列隊，等待各自的比賽時刻。 / 圖書館前，讀者們列隊準備貸書，希望能借到心儀的書籍。 / 為了慶祝節日，社區居民列隊參加游行，展現團結的精神。 / 老師帶著學生們列隊，參觀當地的博物館，增長他們的知識。 / 體育隊列隊準備進行訓練，努力提升自己的技能。,va-i,同學們列隊 / 學生列隊 / 士兵列隊 / 教師列隊 / 工作人員列隊 / 體育隊列隊 / 觀眾列隊 / 參加者列隊 / 員工列隊 / 朋友們列隊,,,"走向, 參賽, 貸, 游行, 校門, 體育隊, 遠足, 體育課"
裂痕,5975,裂縫。比喻感情上的破裂。例]這方硯臺已出現裂痕，無法再使用了。,A fissure or crack; used metaphorically to refer to a rift or break in a relationship or feelings.,縫隙。比喻感情上的破裂。,他們的婚姻經歷了許多挑戰，終於出現了裂痕，導致雙方不得不認真考慮未來。 / 雖然他們曾經是形影不離的好友，但隨著時間的推移，友誼間出現了裂痕，讓他們感到遺憾。 / 這件小事雖然看似微不足道，但卻在他們的關係中留下了裂痕，影響了彼此的信任。 / 家庭中的裂痕讓原本和諧的氣氛變得緊張，每個成員都感受到壓力。 / 她的內心出現了裂痕，讓她對生活失去了原本的熱情，開始懷疑自己的選擇。 / 他們的友誼因誤會而出現了裂痕，雖然彼此都渴望修復，但卻不知道如何開口。 / 這場激烈的爭吵讓他們的關係出現了裂痕，雙方都感到難以再回到從前的親密。 / 在工作中出現的裂痕使團隊的合作變得困難，大家都希望能找到解決問題的方法。 / 他對未來的迷茫讓心中出現了裂痕，讓他無法全心投入眼前的生活。 / 儘管經歷了許多美好時光，但一次失信行為卻在他們之間留下了無法彌補的裂痕。 / 隨著時間的推移，他們的夢想出現了裂痕，讓曾經共同努力的熱情漸漸消退，這使得彼此的裂痕愈發明顯。,n,感情的裂痕 / 婚姻的裂痕 / 友誼的裂痕 / 信任的裂痕 / 彼此的裂痕 / 家庭的裂痕 / 情感的裂痕 / 內心的裂痕 / 關係的裂痕 / 夢想的裂痕,,,"顯, 失信, 迷茫, 看似, 友"
烈火,5976,熾熱、猛烈的火焰。[例]熊熊烈火,"A blazing, intense fire.",熾熱、猛烈的火焰。,"眼前的烈火燒得越來越猛，照亮了整個夜空。 / 在山林中，烈火瞬間吞噬了大片樹林，造成嚴重的生態損失。 / 故鄉的烈火燃燒著，由於一場突如其來的乾旱，家園隨著烈火化為烏有。 / 消防隊員不顧危險，奮勇向前，試圖控制住失控的烈火。 / 在露營時，我們圍著烈火，分享著彼此的故事與笑聲。 / 突然間，風向改變，烈火朝著我們的方向蔓延過來，讓人不禁心生恐懼。 / 眼看著山谷中的烈火越來越近，我們迅速做出撤離的決定。 / 這場烈火的波及範圍廣泛，許多家庭不得不暫時離開自己的家園。 / 當夜幕降臨，烈火的光輝映照出周圍的恐懼與無助。 / 在抗擊烈火的過程中，志願者們的無私奉獻讓人倍感溫暖。 / ""面對突如其來的熊熊烈火，我們必須保持冷靜，尋找安全的逃生路徑。""",n,熊熊烈火 / 烈火朝天 / 燃起烈火 / 面對烈火 / 逃離烈火 / 對抗烈火 / 壯觀烈火 / 失控烈火 / 火焰烈火 / 怒火烈火,,,"消防隊, 抗, 烏, 照, 映, 控制住, 夜空, 擊"
烈酒,5977,酒精濃度較高，作用強烈的酒。[例]狂飲烈酒後的宿醉，令人頭痛欲裂，輾轉難眠。,"A type of alcoholic beverage with a high alcohol concentration, typically resulting in a strong effect.",酒精濃度較高，作用強烈的酒。,在寒冷的夜晚，一杯烈酒讓我感到暖和多了。 / 在酒吧裡，我常常看到有人點烈酒，似乎比較受歡迎。 / 烈酒的味道強烈，讓我瞬間感到頭腦清醒了許多。 / 享用烈酒時，搭配一些小吃能讓整體體驗更佳。 / 我對烈酒的喜好是從朋友那裡傳染來的。 / 每次聚會，朋友們都會帶來不同品牌的烈酒分享。 / 聖誕節時，喝一杯烈酒能讓我們的心情更加愉快。 / 烈酒的香氣在空氣中彌漫，使整個房間都充滿了節日的氛圍。 / 我發現，適量喝烈酒能讓人更放鬆，減少一天的壓力。 / 在海邊的派對上，大家都在享受烈酒和美麗的日落景色。 / 一杯烈酒伴隨著好友的談笑，讓這個晚上變得格外難忘。,n,一杯烈酒 / 龍舌蘭烈酒 / 喜歡烈酒的人 / 狂飲烈酒 / 與朋友喝烈酒 / 烈酒的香氣 / 享受烈酒的氛圍 / 在聚會上喝烈酒 / 烈酒的品牌 / 喝烈酒的習慣,,,"談笑, 蘭, 適量, 友, 飲"
烈日,5978,熾熱的太陽。[例]烈日當空，出外最好打傘，免得中暑。,A scorching sun; intense heat from the sun.,熾熱的太陽。,烈日當空，行人都急著尋找陰涼的地方躲避。 / 在烈日下工作，工人們汗流浹背，卻仍然堅持完成任務。 / 每到夏天，烈日燒烤大地，讓人們渴望海邊的清涼。 / 在烈日的照射下，小朋友們依然在公園裡嬉戲，享受這個假期。 / 烈日之下，旅行者們記得多喝水，以免中暑和疲勞。 / 在烈日下，運動員們努力訓練，渴望在比賽中取得佳績。 / 面對烈日，農民們依然不懈地在田裡勞作，期待豐收的希望。 / 在烈日的余暉中，老人們坐在樹下聊天，享受著悠閒的午後時光。 / 烈日炎炎，使得城市的交通變得格外緩慢，人們心中都默默祈盼涼爽的風。 / 即使在烈日的高照下，登山者們依然勇敢攀登，挑戰自我的極限。 / 烈日下，街頭的小販們耐心地等待顧客，希望能順利度過這一天。,n,烈日當空 / 烈日的光芒 / 烈日下 / 面對烈日 / 逃避烈日 / 總是在烈日 / 在烈日中 / 烈日之下 / 堅持在烈日 / 感受烈日,,,"午後, 盼, 祈, 空行, 余暉, 作, 炎, 燒烤, 陰涼, 佳績, 勞, 懈"
烈士,5979,重義輕生、捨身成仁的人。[例]黃花崗七十二烈士為國捐軀的高尚情操，值得後人效法。,"A martyr; a person who sacrifices their life for a cause, especially for justice or righteousness.",重義輕生，捨身成仁的人。,黃花崗的七十二烈士為了民族的自由奮勇抗敵，他們的壮烈付出讓後人難以忘懷。 / 此地曾經是無數烈士顛簸捨生之地，各界人士都應當為此更努力追求自由。 / 在許多國家的後代，烈士的事跡經常被傳頌，以激勵人們勇敢面對困難。 / 在清明節的時候，很多人會前往烈士墓，致敬那些為國獻身的英雄。 / 今日聆聽烈士後人的故事，更讓人深刻感受到捨身成仁的崇高精神。 / 我們定期舉辦紀念活動，以追悼那些英勇烈士的壯烈事蹟，讓更多人了解他們的奉獻。 / 書本中描述的烈士生平，使年輕一代對歷史有了更深的認識和敬意。  / 無論時光如何流逝，烈士為自由而奠定的基石，將永遠激勵著我們砥礪前行。  / 在學校的升旗儀式上，老師常常提到烈士的英勇事迹，以培養學生的愛國情懷。  / 社區中舉辦的烈士紀念展覽，吸引了許多人前來瞻仰和學習，促進了對歷史的反思。  / 電影中描繪的烈士英雄形象，雖然是藝術創作，但其背後的真實故事令觀眾感動不已。,n,英勇烈士 / 英雄烈士 / 紀念烈士 / 烈士精神 / 烈士事蹟 / 追悼烈士 / 追憶烈士 / 還原烈士的真相 / 歷史上的烈士 / 烈士為國捐軀,,,"事跡, 追悼, 捨, 砥礪, 黃花崗, 捨身成仁, 基石, 抗敵, 迹, 傳頌, 軀, 升旗, 壮, 重義"
咧嘴,5980,嘴微張且嘴角向兩旁伸展。[例]咧嘴大笑,"To grin or smile widely, often with teeth exposed.",嘴微微張開，嘴角向兩旁伸展。,小孩在玩耍時，咧嘴笑得很開心。 / 看到朋友回來了，她忍不住咧嘴一笑。 / 即使遇到困難，他也咧嘴對我說要一起克服。 / 他咧嘴大笑，讓周圍的人都感到輕鬆。 / 照片裡的小狗咧嘴露出了可愛的牙齒。 / 在生日派對上，每個人都咧嘴歡笑，享受美好的時光。 / 她咧嘴驚訝，沒想到會收到這麼特別的禮物。 / 聽到這個有趣的故事，大家都咧嘴笑了起來。 / 小男孩咧嘴對媽媽說，他今天學會了游泳。 / 在夏天的海灘上，大家都咧嘴享受陽光和海浪。 / 咧嘴一笑，他們便開始分享各自的趣聞。,va-i,咧嘴大笑 / 咧嘴微笑 / 咧嘴而笑 / 咧嘴嘲笑 / 笑著咧嘴 / 咧嘴一笑 / 咧嘴歡笑 / 咧嘴開心 / 咧嘴嬉笑 / 咧嘴聊天,,,"微, 嬉笑, 趣聞"
鄰,5981,附近的、接壤的。[例]鄰國、鄰居、鄰村,Nearby; adjacent; bordering.,附近的，互相接壤的。,我們一家最近跟鄰居一起舉辦了燒烤派對，增進了彼此的感情。 / 她每天早上都會在公園看到鄰居散步，漸漸地熟悉了起來。 / 鄰村的市場每週六都會開放，吸引了附近的人前來購買新鮮的農產品。 / 在節慶期間，鄰近的社區會一起舉辦慶祝活動，讓大家感受到團圓的氣氛。 / 他常常利用週末去鄰近的圖書館，享受那裡安靜的閱讀環境。 / 鄰居們常常互相分享水果，讓夏天的午後充滿了甜蜜的滋味。 / 每當有新鄰居搬來，他們總會帶上一些自製的點心，熱情地打招呼。  / 在寒冷的冬天，鄰近的居民會一起組織志願活動，為需要幫助的人送去溫暖。  / 鄰國之間的文化交流，讓兩國人民更加了解彼此，建立了深厚的友誼。  / 這個城市的鄰接區域，各具特色，吸引了不少遊客前來探索。  / 鄰里的小孩們經常在一起玩耍，享受無憂無慮的童年時光。,n,鄰居 / 鄰國 / 鄰近的學校 / 鄰里關係 / 鄰村 / 鄰接的城市 / 鄰近的社區 / 鄰近的超市 / 鄰居的晚餐 / 鄰近的商店,,,"鄰村, 鄰接, 自製, 午後, 遊客, 鄰里, 燒烤, 無憂無慮, 接壤"
鄰,5981,戶籍編制單位。古代多以五家為一鄰，現稱里以下的單位為「鄰」。[例]鄰里,"A unit of household registration that is organized into groups, historically consisting of five families. In modern terms, it refers to a unit below the neighborhood level.",戶籍編制單位。古代通常以五家為一單位，現今稱里以下的單位為此。,鄰里之間經常舉辦聯歡活動，增進彼此的了解和感情。 / 當遇到困難時，鄰居總是願意伸出援手，讓人感到溫暖。 / 透過定期的鄰里會議，大家可以討論社區的問題，共同尋找解決方案。 / 鄰里環境優美，居民們都很珍惜這個和睦的居住空間。 / 在佳節期間，鄰居們會互相送上祝福和小禮物，增添節日的氣氛。 / 鄰里活動不僅促進了居民之間的交流，還增強了社區的凝聚力。 / 每年夏天，鄰居們會一起舉辦燒烤派對，享受美好的時光和美食。 / 為了改善鄰里關係，社區定期安排志工服務，幫助有需要的家庭。 / 鄰里小道上，孩子們嬉戲玩耍，洋溢著歡笑聲，形成了一幅美好的畫面。 / 在平日里，鄰居們會互相分享生活中的點滴，讓整個社區充滿了溫馨的氛圍。 / 鄰里間的合作使得環保活動更加有效，大家一起努力打造綠色家園。,n,鄰里關係 / 鄰居之間 / 鄰里和睦 / 鄰居的幫助 / 鄰里互助 / 鄰里活動 / 鄰里文化 / 鄰里問題 / 鄰里友好 / 鄰里合作,,,"戶籍, 燒烤, 聯歡, 鄰里"
鱗,5982,魚類或爬蟲類等身體表面所密覆的角質或骨質的薄片組織，具有保護身體的作用。[例]魚鱗、蛇鱗,"Thin, scale-like structures that cover the bodies of fish and reptiles, serving a protective function.",魚類或爬蟲類等身體表面所密覆的角質或骨質薄片組織，具有保護身體的作用。,在水中游泳的魚，身上有光滑的鱗片，能減少水的阻力。 / 蛇的鱗片使它在沙地上爬行時不容易受到傷害。 / 魚的鱗片反射著陽光，讓它們在海底閃閃發光，增加隱蔽的效果。 / 有些魚類的鱗片上有特殊的顏色，這樣能幫助牠們在同類中辨識朋友或敵人。 / 鳥類的鱗片與其羽毛結構不同，但卻同樣提供了保護的功能。 / 鱗的結構非常適合幫助魚類在激流中游動，保持穩定。 / 鱗片的組織可以有效地防止皮膚受到水中的細菌侵害。  / 魚類的鱗片在繁殖季節時，顏色會變得更加鮮豔，以吸引異性。  / 蛇的鱗片不僅可以保護它們的身體，還能在捕獵時提供靜音的效果。  / 鱗的種類繁多，有些鱗片甚至具有特殊的自我修復能力。  / 魚的鱗片雖然看似柔弱，但實際上具備相當的耐用性，可以抵抗一定的外力。,n,魚的鱗 / 蛇的鱗 / 鱗片的組織 / 鱗的保護 / 鱗的構造 / 鱗的顏色 / 有鱗的生物 / 鱗的功能 / 不同的鱗 / 鱗的種類,,,"同, 捕獵, 性, 激流, 鱗鱗, 看似, 角質, 覆, 骨質, 爬蟲, 阻, 爬行, 音, 游動"
鄰國,5983,國界互相接壤或鄰近的國家。[例]鄰國之間應該和睦相處，共同維持區域間的和平穩定。,A neighboring country; a country that shares a border or is in close proximity to another country.,國界互相接壤或鄰近的國家。,鄰國之間的文化交流可以促進友好關係。 / 鄰國的經濟互動對兩國都非常重要。 / 為了維護和平，鄰國應該加強合作。 / 每當發生災害時，鄰國之間的援助往往能夠迅速到位。 / 鄰國的旅遊業發展迅速，吸引了大量國內外遊客。 / 鄰國之間的貿易往來對於提升雙方經濟都極具意義。 / 鄰國的安全形勢直接影響到整個區域的穩定。 / 在國際會議上，鄰國的領袖經常討論合作的可能性。 / 鄰國的歷史淵源讓兩國人民之間產生了深厚的情感。 / 對於應對氣候變化，鄰國之間的聯合行動非常必要。 / 鄰國的科技發展為雙方的合作與鄰國經濟增長提供了新的機遇。,n,鄰國合作 / 鄰國貿易 / 鄰國關係 / 鄰國文化 / 鄰國和平 / 鄰國安全 / 鄰國交流 / 鄰國經濟 / 鄰國旅行 / 鄰國友好,,,"遊客, 國內外, 接壤"
臨近,5984,接近、靠近。[例]這棟大樓臨近一座森林公園，是居住的好環境。,To be near or close to something.,接近或靠近某個地方或時間。,臨近的學校環境非常安靜，適合學生們專心讀書。 / 這個社區臨近一個大型商場，方便居民購物和娛樂。 / 隨著假期臨近，旅行計畫變得越來越忙碌。 / 臨近的醫院設備齊全，為居民提供了良好的醫療服務。 / 在考試臨近時，學生們經常熬夜準備，希望能考出好成績。 / 臨近的課程會影響學生的時間安排，他們需要提前做好準備。 / 隨著春天臨近，花園裡的花朵開始盛開，帶來了生機與美麗。 / 這個城市臨近海邊，吸引了許多喜愛海洋活動的遊客。 / 臨近的文化活動讓居民們感到興奮，大家都期待參與其中。 / 季節臨近變化，天氣也變得越來越暖和，預示著夏天的到來。 / 臨近的展覽吸引了許多藝術愛好者，大家都想一睹精彩的作品。,vp-i,臨近的時間 / 臨近的日期 / 臨近的城市 / 臨近的車站 / 臨近的學校 / 臨近的景點 / 臨近的醫院 / 臨近的活動 / 臨近的朋友 / 臨近的節日,,,"型, 遊客, 睹"
