word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
鴿子,929,動物名。鳥綱鳩鴿目鳩鴿科。羽毛呈淺灰色或白色，腳呈暗紅色。性喜群居，以穀類和豆類為食。飛行能力與記憶力很強，經訓練可用來傳遞書信。個性溫和，常被用為和平的象徵。　△鴿子 　◎,A pigeon.,鳥類。飛行能力和記憶力很強，經過訓練可以用來傳遞書信。性格溫和，常被視為和平的象徵。,鴿子經常在人群中尋找食物，似乎對周圍的環境並不感到害怕。 / 養鴿子看似容易，難度其實相當高。 / 鴿子的叫聲讓人感到心情放鬆，彷彿在訴說著城市的故事。 / 一隻鴿子停在窗邊，似乎在等人。 / 鴿子的羽毛在陽光下閃閃發光，顯得格外美麗。 / 公園裡的小孩們興奮地追著飛起的鴿子，笑聲在空中響起。,n,一隻鴿子 / 鴿子的羽毛 / 鴿子飛舞 / 餵食鴿子 / 鴿子糞 / 養鴿子,gēzi,ㄍㄜ ㄗ,
根基,930,事物的基礎。[例]他的公司根基穩固，雖然經濟不景氣，業績仍然小幅成長。,The foundation or basis of something.,事物的基礎和依據。,好的家庭環境是孩子健康成長的根基，會影響他們未來的人際關係。 / 文化傳承的根基在於歷史的認識，年輕一代應該更加重視。 / 企業的成功往往依賴於夠穩固的經營根基，而非短期的獲利。如果業務根基不穩，營運會出現問題。 / 社會的和諧發展需要強大的道德根基作為支撐，每個人都應該負起責任。 / 科學研究的進展離不開深厚的理論根基，這樣才能推動技術的創新。 / 學習一門新語言的根基在於不斷的練習和使用，這樣才能提高語言能力。,n,根基穩固 / 根基支撐 / 根基深厚 / 根基不穩 / 文化根基 / 成長的根基,gēnjī,ㄍㄣ ㄐㄧ,
跟進,931,隨著前進。[例]好的籃球員會做到球一出手，馬上跟進搶籃板。,To follow up.,隨著前進，馬上接著行動或處理。,開發團隊將跟進新版本的測試結果，確保一切正常運行。 / 我們必須密切跟進這次調查結果的進度，以便做出相應的決策。 / 這次市場推廣活動結束後，需要專門的人員來跟進效果評估的工作。 / 過去的項目經驗讓我們明白跟進進度的重要性，這樣才能避免錯誤。 / 在產品發佈後，我們的團隊將會主動跟進用戶的使用情況，提高滿意度。 / 老師會在課後跟進學生的問題，確保每個人都能理解所學的內容。,va-t,跟進情況 / 跟進工作 / 跟進進度 / 跟進計畫 / 跟進報告 / 跟進回覆,gēnjìn,ㄍㄣ ㄐㄧㄣˋ,
跟前,932,身邊、近旁。[例]在他跟前最好少提起往日傷心的事。,Nearby.,身邊或近旁的地方。,在老人跟前要表現得有禮貌，這是對他們的尊重。 / 他的狗總是跟坐在他跟前，展現出強烈的依賴感。 / 在他跟前，最好少提起往日傷心的事。 / 在父母跟前，我總是特別容易緊張，怕他們失望。 / 每當我走到他跟前，他總是微笑著，讓我感到十分溫暖。 / 小朋友們在老師跟前安靜地坐著，專心聽故事。,n,在他跟前 / 在老人跟前 / 站在別人跟前 / 跟前的情況 / 走到跟前 / 在朋友跟前,gēnqián,ㄍㄣ ㄑㄧㄢˊ,
跟蹤,933,跟隨蹤跡，通常指緊緊跟在人的後面。如：「跟蹤別人，不是一種光明磊落的行為。」,To track or follow someone.,緊緊跟在某人後面觀察。,他在火車站發現一個可疑的人在跟蹤他，心中充滿疑慮。 / 違法跟蹤別人是一種侵犯隱私的行為，必須要受到法律的制裁。 / 在繁忙的市中心，她注意到一名男子一直偷偷跟蹤她，讓她感到十分不安。 / 他在回家的路上，發現一輛車似乎在持續跟蹤他，心中產生一股恐懼。 / 跟蹤行為如果不加以制止，可能會對受害者造成長久的心理影響。 / 他發現自己在街上被一個陌生人跟蹤，立刻報警求助。,va-t,跟蹤別人 / 跟蹤目標 / 跟蹤對象 / 持續跟蹤 / 偷偷跟蹤 / 跟蹤路徑,gēnzōng,ㄍㄣ ㄗㄨㄥ,
更新,934,更換成新的。[例]一元復始，萬象更新。,To update or replace.,更換成新的或使狀態變得更好。,這個應用程式需要定期更新，以確保安全性。 / 為了提升工作效率，電腦系統必須定期更新。 / 政府每年都會更新人口統計數據，以便於制定政策。 / 當我打開手機時，出現了系統更新的通知。 / 這本電子書會定期更新，以包含最新的研究成果。 / 我們應該在每個學期結束時更新教學計劃，以提升學生的學習效果。,va-t,定期更新 / 系統更新 / 自動更新 / 更新內容 / 更新進度 / 數據更新,gēngxīn,ㄍㄥ ㄒㄧㄣ,
耕耘,935,比喻付出精神和勞力。[例]一分耕耘，一分收穫。,To cultivate land through plowing and to metaphorically indicate hard work and effort in order to achieve results.,付出精神和勞力，努力獲得成果。,,va-t,,gēngyún,ㄍㄥ ㄩㄣˊ,
耕耘,935,耕田與除草。泛指農田耕作的事情。[例]一番辛苦耕耘後，眼見麥浪層層，真令人高興。,"To cultivate, both land and metaphorically.",在田地裡種植作物，也可以用來比喻努力做好某件事。,農民的耕耘需要耐心和毅力，才能獲得豐收。 / 無論是在哪個行業，只有辛苦耕耘過，才能享受到成功的果實。 / 為了提升自己的技能，她每天都不斷耕耘，進修和練習。 / 經過一整年的辛苦耕耘，這片土地終於結出了飽滿的果實。 / 農作物的耕耘需依賴於科學的知識和技術，才能有效提升產量。 / 即使面對困難，他依然保持耕耘的毅力，沒想過放棄自己的理想。,va-i,不斷耕耘 / 用心耕耘 / 默默耕耘 / 辛苦耕耘 / 耕耘的成果 / 努力耕耘,gēngyún,ㄍㄥ ㄩㄣˊ,
耕種,936,耕耘、種植。[例]爺爺雖然一把年紀，但每天仍到田裡辛勤耕種，連年輕人都自嘆弗如。,To cultivate and plant crops.,耕耘和種植。,為了提高產量，農民們開始學習新的耕種技術，以應對氣候變化帶來的挑戰。 / 隨著科技發展，許多農民開始使用科學耕種來提高耕種的效率。 / 許多農民選擇有機耕種，以滿足市場對健康食品日益增長的需求。 / 全球開始出現糧食危機，各國都在尋找新的耕種方式，以確保糧食安全。 / 農業專家會定期舉辦會議，分享最新的耕種研究成果，幫助農民提高產量。 / 小孩們在學校的小農田裡，學習如何耕種蔬菜，體驗當農夫的辛苦與樂趣。,va-t,耕種技術 / 耕種方式 / 耕種季節 / 耕種土地 / 科學耕種 / 耕種計畫,gēngzhòng,ㄍㄥ ㄓㄨㄥˋ,
耕作,937,耕耘種作。[例]他在這塊土地上已耕作了大半輩子，說什麼也不會答應賣地轉業的。,To cultivate or farm.,在土地上進行耕耘和種植的行為。,這片土地的耕作技術逐漸改進，農民們的收成比以前好多了。 / 農夫利用現代科技，讓耕作的過程變得更加高效和簡便。 / 隨著氣候變化的影響，這片土地的耕作季節也開始有所調整。 / 農業專家在研討會上分享了最先進的耕作方法，引起了不少農民的關注。 / 透過不斷學習和實踐，年輕農民們逐漸掌握了提高耕作效率的各項技術。 / 每年春天，農民們會在田裡耕作，以準備種新的植物。,va-i,耕作技術 / 耕作方法 / 耕作季節 / 耕作面積 / 耕作效率 / 耕作方式,gēngzuò,ㄍㄥ ㄗㄨㄛˋ,
公,938,屬於大眾的、共同的、官方的。與「私」相對。[例]公敵、公物、公務,Public; belonging to the people or the state; common and official; opposed to private.,屬於大眾的、共同的。,,n,,gōng,ㄍㄨㄥ,
公,938,雄性的。與「母」相對。[例]公牛、公雞、公狗,Male.,雄性。,農場裡有一隻公牛，牠每天都負責拉著耕種的車。 / 這隻公羊的毛非常柔軟，非常適合做成毛衣。 / 他的家裡有三隻公狗，保護著家裡不讓陌生人進來。 / 公雞的叫聲在清晨特別響亮，為村莊帶來了生機。 / 我們家後院養的三隻母雞，一隻公雞，牠們在清晨的叫聲響亮，我們都不需要使用鬧鐘。 / 這隻公貓非常調皮，經常在院子裡追逐小鳥。,n,公牛 / 公雞 / 公狗 / 公羊 / 公獅 / 公貓,gōng,ㄍㄨㄥ,
弓,939,彎曲。[例]弓腰、弓著身子,To bend or curve.,彎曲的形狀，像弓一樣。,她為了拍照，弓著身體，試圖找到最好的角度。 / 當他們聽到驚人的消息時，所有人都不約而同地弓著背，努力靠近，想聽得更清楚。 / 當她看到那幅美麗的畫作時，驚喜得連忙弓著肩膀，仔細研究每一個細節。 / 為了近距離觀察野生動物，攝影師經常在叢林中弓著腰，靜靜等待最佳的拍攝時機。 / 在秋千上玩耍的時候，小朋友弓著腰，感受著風從耳邊快速掠過的快感。 / 女孩彎著腰，弓起手將一隻受傷的鳥放在手掌裡，想送牠去治療。,va-t,弓腰 / 弓著身體 / 弓背 / 弓腿 / 弓著肩膀 / 弓手,gōng,ㄍㄨㄥ,
弓,939,用來射箭或發彈丸的器具，可當武器。[例]彈弓、弓箭、十字弓　◎,A bow; A weapon used to shoot arrows or projectiles.,用來發射物體的器具，可作為武器。,弓箭手在比賽中必須專注，才能準確地射中目標。 / 弓的設計隨著科技的進步而不斷改良，現在的變得越來越方便和準確。 / 這根樹枝長時間受到風的影響，已經自然彎曲成了一個弓的形狀。 / 為了讓弓能用得更久，選手經常得檢查弓的彈性。 / 射箭比賽開始了，每位選手都拿起弓，瞄準目標，準備展現自己的實力。 / 原住民文化中，拉弓也是傳統的技藝之一。,n,弓箭 / 拿弓 / 弓的形狀 / 弓的設計 / 古代的弓 / 拉弓,gōng,ㄍㄨㄥ,
共產,940,,Communism.,共產是指一種政治和經濟制度，主張所有的財產和資源由全體人員共同擁有，並且追求社會的平等和無階級。,以共產主義為指導思想的國家，通常會強調消除貧富差距和社會不平等。 / 在冷戰時期，許多國家對共產制度的評價極端分化，形成對立的政治格局。 / 人們對共產思想的理解，往往受到歷史背景和社會環境的影響。 / 在一些共產國家，政府會定期舉行宣傳活動，宣揚共產主義的優越性。 / 有些支持共產主義的人認為，共產社會的理想狀態是一種人人平等、資源共享的未來願景。 / 在學校的歷史課上，老師介紹了共產主義的基本理念，讓學生們了解這種制度的起源和發展。,n,共產主義 / 共產制度 / 共產國家 / 共產社會 / 共產思想 / 共產運動,gòngchǎn,ㄍㄨㄥˋㄔㄢˇ,
功臣,941,對事情的完成有功勞者。[例]別小看了老陳，他可是這次破案的大功臣呢！,A minister who has given outstanding service.,對事情的完成有重要貢獻的人。,在這次救援行動中，志工們的努力讓他們成為我們心目中的大功臣。 / 無論工作多麼辛苦，我們都應該感謝這些功臣的支持，是他們讓團隊更有成就。 / 這場比賽中，她打進了關鍵的一球，無疑是全隊的最大功臣。 / 公司的快速成長離不開那些努力工作的功臣，他們是我們成功的重要支持。 / 這本書如此暢銷，編輯部門的所有成員都是無名的功臣。 / 這次公司能夠在市場上取得突破，市場部門的創意團隊是最大的功臣。,n,大功臣 / 最大功臣 / 心目中的功臣 / 功臣的支持 / 功臣的努力 / 無名的功臣,gōngchén,ㄍㄨㄥ ㄔㄣˊ,
共存,942,共同存在。[例]地球只有一個，我們應學習如何跟自然共存。,To coexist.,共同存在，互相影響。,在這個多元社會中，不同文化應該要學會和諧共存。 / 我們需要學習和自然共存，這樣世界才會更加美好。 / 不同宗教的信徒可以學習彼此包容，以實現和平共存的目標。 / 在這個多元社會中，不同文化應該要學會和諧共存。 / 在生態系統中，植物和動物必須相互依賴，物種共存才能維持平衡。 / 在這個城市裡，人們和動物之間的共存，讓我們的生活變得更加多采多姿。,vp-i,和自然共存 / 物種共存 / 生態共存 / 和諧共存 / 環境共存 / 學習共存,gòngcún,ㄍㄨㄥˋ ㄘㄨㄣˊ,
工地,943,進行工程或相關事務的地方。[例]為了保持良好的施工品質，那位建築公司的負責人定期到工地視察。,A construction site.,進行工程或相關事務的地方。,工地的工人每天都非常辛苦，為了早點完成工程。 / 地震過後，工地的施工必須暫時停工，以避免安全意外。 / 工地的安全措施必須嚴格執行，以保障工人的人身安全。 / 工地遇到突發情況時，工地負責人需要立即制定應對方案。 / 在高溫天氣下，工地的工人需要定時休息，避免中暑風險。 / 工地的周圍有很多安全圍欄，以防止路過的行人進入危險區域。,n,工地的施工 / 工地的安全 / 工地的管理 / 工地的工人 / 工地負責人 / 工地的設備,gōngdì,ㄍㄨㄥ ㄉㄧˋ,
工讀,944,一面讀書，一面利用課餘時間工作。[例]他利用寒暑假工讀，一來賺取學費，二來學習社會經驗。,To work part-time while studying.,一邊讀書，一邊利用空閒時間工作。,有些人在工讀期間認識了新朋友，增添了許多美好的回憶。 / 工讀的經驗對於未來找工作非常有幫助，因為可以學習到很多實用的技能。 / 工讀生應該學會合理安排時間，以免影響學業。 / 在學校的推薦下，我找到了一份適合自己的工讀工作，讓我學到很多。 / 工讀的報酬雖然不高，但能讓我更加珍惜每一分錢的來之不易。 / 這個暑假，我打算利用工讀的機會，賺一些零用錢來支持自己的學業。,n,工讀生 / 工讀的機會 / 工讀工作 / 工讀的報酬 / 工讀的經驗 / 工讀計畫,gōngdú,ㄍㄨㄥ ㄉㄨˊ,
攻讀,945,致力研習以取得某種成就或資格。[例]他目前正在申請學校，準備明年到德國攻讀碩士學位。,To study with the aim of obtaining an academic qualification.,致力於研究或學習某一領域，以獲得特定成就或資格。,他已經決定攻讀碩士學位，希望能在未來的職場上有更多的競爭優勢。 / 為了提升自己的專業能力，她打算攻讀語言學，增加自己的就業機會。 / 他每週會去圖書館攻讀專業知識，力求在考試中獲得好成績。 / 她在大學時就開始準備，期待能順利攻讀博士學位，實現自己的學術夢想。 / 為了實現自己的創業夢想，她決定攻讀商業管理，提高自己的經營技巧。 / 雖然面臨許多挑戰，她仍然堅持每天攻讀藝術史，因為這是她的熱情所在。,va-t,攻讀碩士 / 攻讀博士 / 攻讀學位 / 攻讀研究生 / 攻讀商業管理 / 攻讀心理學研究,gōngdú,ㄍㄨㄥ ㄉㄨˊ,
供奉,946,供養、侍奉。[例]他收入雖然不豐，但仍盡心供奉雙親，使他們能頤養天年。,"To provide for or serve, usually referring to the act of supporting or honoring.",對父母或神明提供所需的生活和精神支持，以表達尊敬和感恩。,每年清明節，家家戶戶都會供奉祖宗，祭拜以表達對他們的思念與尊重。 / 在廟宇裡，信徒們熱情地供奉鮮花和水果，祈求平安與幸福。 / 道士每天早晨準備新鮮的水果和鮮花，用來供奉神明。 / 隨著時代的變遷，許多家庭仍堅持傳統，定期供奉祖先以維繫家族的聯繫。 / 供奉的習俗不僅是宗教行為，更是一種文化傳承，讓後代懂得尊重與感恩。 / 村裡的古廟供奉著一位當地的英雄，紀念他為村子做出的貢獻。,va-t,供奉祖先 / 供奉神明 / 誠心供奉 / 供奉的儀式 / 供奉的習俗 / 供奉神明,gōngfèng,ㄍㄨㄥ ㄈㄥˋ,
公告,947,一種對團體、大眾有所宣布時所用的公文。[例]學校公告後天下午將停電二小時，以便維修電力系統。,A public announcement or notice.,一種對團體或大眾發佈的正式通知。,學校發布公告，下周將舉行運動會，鼓勵所有學生參加。 / 電影院門口貼著一張公告，說明今天因設備維修而暫停營業。 / 公司發布了一則公告，宣布新的福利政策將從下個月開始實施。 / 官方公告顯示，政策變動將影響明年的稅率。 / 學校在黑板上張貼了一則公告，通知學生下週將舉行抽查考試。 / 圖書館網站發布了新的公告，所有書籍的歸還期限將延長一周。,n,學校公告 / 官方公告 / 重要公告 / 發布公告 / 一則公告 / 活動公告,gōnggào,ㄍㄨㄥ ㄍㄠˋ,
鞏固,948,加強力量使其更加堅固牢靠。[例]國軍大量添購新式武器，藉以鞏固國防。,To strengthen and make more secure.,加強力量，使其更堅固。,在這次會議中，雙方討論了如何鞏固合作夥伴關係。 / 隨著國際形勢的變化，政府需要採取措施來鞏固國防安全。 / 通過文化交流，我們可以更好地鞏固國與國之間的合作。 / 鞏固民眾對環境保護的意識，對於應對氣候變化至關重要。 / 這次會議的目的是鞏固雙方的合作關係，為未來的項目打下基礎。 / 她用多年的努力鞏固了自己的專業地位，如今成為業界的權威。,va-t,鞏固信心 / 鞏固關係 / 鞏固合作 / 鞏固安全 / 鞏固地位 / 鞏固基礎,gǒnggù,ㄍㄨㄥˇ ㄍㄨˋ,
公關,949,政府機關或企業組織等機構與民眾或社會各界所發生的互動關係。[例]這家企業致力做好公關，以維護其優良廠商的形象。,Public relations.,協助處理政府機關或企業組織等機構與社會各界之間的互動關係，建立良好形象和信任。,透過社交媒體的公關宣傳，品牌成功吸引了年輕族群的關注。 / 這家企業的公關策略得到了業界的廣泛認可，提升了品牌形象。 / 為了應對突發事件，公關部門制定了緊急應對計劃，以降低負面影響。 / 公司定期舉辦公關活動，以加強與媒體的合作關係，提升曝光率。 / 在公關報導中，強調了公司對環保的承諾，贏得了消費者的信任。 / 這間公司的公關團隊主動聯絡媒體，分享他們最新的社會責任計劃，獲得了良好的反響。,n,公關公司 / 公關活動 / 公關危機 / 公關策略 / 公關部門 / 公關顧問,gōngguān,ㄍㄨㄥ ㄍㄨㄢ,
公關,949,代表機構對外從事溝通整合意見的人員。[例]他個性外向，又善於與人溝通，做公關再適合也不過了。,Public relations; Personnel representing an organization to communicate and integrate opinions externally.,代表機構進行對外溝通，整合不同意見的人員。,,n,,gōngguān,ㄍㄨㄥ ㄍㄨㄢ,
共和,950,主權在於全體人民，而不立君主的政體。[例]民主共和國,Republicanism.,政治權力在全體人民手中，不設立君主的政治體制。,民主共和國的成立，讓人民有了更多參與政治的機會。 / 在共和體制下，權力不集中在某個人或某部門手裡，是防止專制的重要機制。 / 共和政府的運作依賴於法治和民主原則，以維護社會的公正。 / 共和國家的外交政策往往強調尊重人權與民主價值。 / 許多歷史事件促進了共和制度在全球的擴展，改變了傳統的君主制。 / 在一個共和制度的國家，選舉是每位公民表達意見的重要方式。,n,民主共和國 / 共和政府 / 共和制度 / 共和體制 / 共和國家 / 共和選舉,gònghé,ㄍㄨㄥˋㄏㄜˊ,
工匠,951,具工藝專長的人。[例]那位打鐵工匠技藝精湛，所造的鐵器件件精良。,A craftsman or artisan.,具備某種工藝專長的人，通常從事手工製作或修理。,這位年輕工匠努力學習老一輩的技術，希望能讓這門手藝更加受歡迎。 / 工匠精神讓我們學會了專注和堅持，這對於任何職業都是一種寶貴的品質。 / 許多工匠在傳授技藝時，總是強調細節對成品的重要性。 / 工匠的作品常常有著深厚的文化背景，讓人一眼就能看出它的特別之處。 / 無論是木工、陶器製作還是金屬加工，每一位傑出的工匠都有自己獨特的風格和技術。 / 在藝術展覽上，我看到一位工匠正在展示他親手製作的雕刻，每一件作品都充滿了他的心血。,n,工匠精神 / 工匠的技術 / 工匠的作品 / 傑出的工匠 / 工匠的手藝 / 工匠工具,gōngjiàng,ㄍㄨㄥ ㄐㄧㄤˋ,
恭敬,952,態度肅敬有禮。[例]對長輩要恭敬，對晚輩要慈愛。,Respectful.,對他人表示尊重有禮貌。,在傳統文化中，對於年長者的恭敬，體現在日常生活的各個細節中。 / 無論在家裡還是在外面，恭敬的態度都能讓我們贏得更多的尊重。 / 不論是在工作場合還是社交場合，恭敬的言語能讓溝通更加順暢。 / 他在長官面前總是表現得十分恭敬，舉止非常謹慎。 / 在家族聚會上，年輕一輩要恭敬地聆聽長輩的話語，傳承珍貴的家庭故事。 / 在寺廟裡，大家都恭敬地向佛像鞠躬，表示對信仰的尊重。,vs-adj,對他人恭敬 / 恭敬的態度 / 恭敬的行為 / 恭敬的言語 / 恭敬地對待 / 恭敬的心情,gōngjìng,ㄍㄨㄥ ㄐㄧㄥˋ,
功利,953,功績和利益。[例]凡事不要只著眼於功利的獲取，須放寬眼界展望未來。,"Transactional, utilitarian.",注重取得成就和利益的態度或行為。,在許多文化中，無私奉獻的精神常常被視為比功利的追求更高尚的價值觀。 / 他的行為讓我懷疑他是否只是出於功利的考量，而非真心的關懷。 / 在教育中，過度強調功利的學習目的會使學生失去對知識的熱愛。 / 在這份計畫中，我們希望能避免功利的思維，鼓勵團隊成員重視每個人的創意與貢獻。 / 功利主義的盛行使得許多企業在追求利潤的同時，忽視了對環境的保護。 / 在這次的討論中，我們應避免功利的思考方式，更多地關注團隊合作的重要性。,n,功利主義 / 功利的考量 / 功利的獲取 / 功利的追求 / 功利的態度 / 功利的價值觀,gōnglì,ㄍㄨㄥ ㄌㄧˋ,
功利,953,過於注重利益。[例]他做人太功利了，以致朋友都逐漸遠離他。,Overly focused on practical benefits; excessively utilitarian.,過於注重利益，缺乏其他考量。,,vs-adj,,gōnglì,ㄍㄨㄥ ㄌㄧˋ,
共鳴,954,發音體因受到與本身振動頻率相同的音波影響，也隨之產生發音的現象。如兩個頻率相同的音叉放在一起，敲擊其中一個使它發出聲音，另外一個音叉也會跟著發出聲音。[例]弦樂器的音箱如果製作精巧，使共鳴良好，將可發出美妙的聲響。,Sonic resonance.,當一個物體受到與它自身產生的波一樣的時候，會讓它發出聲音。,這款音響設計巧妙，可以讓聲音共鳴更清晰，帶來更高品質的音樂體驗。 / 精緻的古典吉他能夠產生豐富的共鳴效果，讓音樂聽起來更加迷人。 / 在學校的音樂課上，老師要求學生們探索如何調整樂器，以達到最佳的共鳴效果。 / 在歌唱中，聲音的共鳴讓整首歌充滿了感動和力量。 / 一些電影聲音效果設計非常講究，巧妙運用共鳴來增強觀眾的沉浸感。 / 在古老的寺廟中，鐘聲的共鳴讓人感受到寧靜與和平的氛圍。,n,共鳴現象 / 共鳴頻率 / 共鳴效果 / 共鳴的聲音 / 共鳴強度 / 運用共鳴,gòngmíng,ㄍㄨㄥˋ ㄇㄧㄥˊ,
共鳴,954,共同的感受或情緒反應。[例]臺上演講者慷慨陳辭，引起廣大聽眾的共鳴。,Resonance; metaphorically shared feeling or emotional reaction among people.,共同的感受或情緒反應，通常是在某種情境下引發的。,這幅畫作讓人感受到藝術家內心的掙扎，許多藝術愛好者也因此產生共鳴。 / 他的詩歌中流露出的孤獨感，讓許多讀者產生了深刻的共鳴。 / 這位導演的影片探討了親情的複雜性，許多觀眾因此感受到強烈的共鳴。 / 在國際會議上，專家們對當前政治局勢的看法，引起了與會者的強烈共鳴。 / 這本書中所描繪的青春和迷失，讓許多年輕讀者感到共鳴，因為他們正處於類似的階段。 / 在音樂會上，這首旋律讓觀眾們產生了強烈的共鳴，彷彿每個人都在分享相同的情感。,n,感情的共鳴 / 產生共鳴 / 有共鳴 / 強烈的共鳴 / 深刻的共鳴 / 心靈共鳴,gòngmíng,ㄍㄨㄥˋ ㄇㄧㄥˊ,
功名,955,功業名聲。[例]對年屆耳順的他而言，功名利祿如同過眼雲煙，已非生命的重心。,Achievement and fame.,人們在職業或事業上獲得的成就和名聲。,在古代，許多人願意為了獲得功名不惜冒著生命危險參加戰鬥。 / 功名的達成並不意味著人生的圓滿，許多人在成功後仍感到失落。 / 他已經厭倦了追求功名，決定轉而追求內心的平靜。 / 他曾經在追求功名的路上迷失，直到一次意外讓他重新思考人生的意義。 / 功名的榮耀雖然令人向往，但背後的付出與犧牲卻常常被人忽視。 / 即使他擁有不少功名，但他始終認為真正的成就來自於對社會的貢獻。,n,得到功名 / 獲得功名 / 失去功名 / 功名的追求 / 功名的價值 / 追求功名,gōngmíng,ㄍㄨㄥ ㄇㄧㄥˊ,
公然,956,當眾公開。[例]他公然表示反對公司的改革，同事們都感到很吃驚。,Openly; in a public manner.,當眾公開，完全不隱藏。,在這次社區會議中，他公然呼籲大家關注環保議題。 / 這位藝術家公然表達對當前社會問題的憤怒，讓觀眾深思。 / 在學校裡，他公然挑戰學校的貴定，讓老師們感到困惑。 / 這位名人公然支持有爭議的社會運動，吸引了大量媒體報導。 / 在網路上，她公然分享了自己的抗議經歷，激勵了更多人站出來發聲。 / 他在派對上公然對朋友的秘密開玩笑，讓氣氛變得有點尷尬。,adv,公然反對 / 公然挑釁 / 公然支持 / 公然侮辱 / 公然表達 / 公然挑戰,gōngrán,ㄍㄨㄥ ㄖㄢˊ,
公認,957,大眾所承認。[例]他是全校師生公認的好老師。,Generally recognized or acknowledged by the public.,大眾所承認或認可的狀態。,這位被公認為最厲害的科技專家在會議上分享了他的見解。 / 在歷史上，這位領袖的決策被公認為改變了國家的命運。 / 在音樂界，她被公認為最具影響力的鋼琴演奏家之一。 / 這位教師的方法已被學生們公認為最有效的學習方式。 / 他是全公司公認的技術專家，無論多麼複雜的問題都能解決。 / 這首歌在年輕人中被公認為最受歡迎的流行音樂。,vp-t,公認的專家 / 公認的權威 / 公認的榜樣 / 公認的事實 / 公認的標準 / 公認為,gōngrèn,ㄍㄨㄥ ㄖㄣˋ,
共事,958,共同在一起做事。[例]我和他共事五年了，對於他處理事情的方式瞭若指掌。,To work together with others.,共同在一起做事，通常指兩個或多個人一起完成工作。,我們這個團隊共事已經半年了，彼此都建立了良好的合作關係。 / 在這次專案中，我和她共事的過程讓我學到了很多。 / 她和我在同一個項目中一起共事多年，我們之間的默契讓工作變得更加順利。 / 我很感激能夠與這群專業人士共事，因為他們總能激勵我追求更高的目標。 / 在這次共事的項目中，我們的努力得到了客戶的高度評價，讓大家倍感欣慰。 / 在這個社區服務活動中，我們有機會與其他志工共事，共同為居民做出貢獻。,va-i,共事的經驗 / 共事的過程 / 共事的夥伴 / 共事的項目 / 共事的團隊 / 一起共事,gòngshì,ㄍㄨㄥˋㄕˋ,
共識,959,共同認可的觀念或想法。[例]大家經過不斷的開會溝通，最後終於達成共識。,Common knowledge.,共同認可的觀念或想法。,經過多次會議，團隊終於在專案目標上達成初步共識。 / 在討論環境保護問題時，與會者一致認為需要加強宣傳和教育，以促進社會的共識。 / 為了促進國際合作，各國在貿易政策上的共識顯得更為重要。 / 在社區會議上，居民們就改善交通問題進行了深入討論，最終形成了共識。 / 在尋求解決貧困問題的方案時，各界專家達成了一致的共識，都強調教育的重要性。 / 家長會上，老師和家長們就學生的學習方式達成了共識，決定採取更靈活的教學方法。,n,達成共識 / 一致的共識 / 產生共識 / 初步共識 / 建立共識 / 深度共識,gòngshì,ㄍㄨㄥˋㄕˋ,
公式,960,可以應用於同類事物的方式、方法。[例]這件事如果照著往常的公式做，就絕對不會出差錯。,A formula.,在數學問題中，用數學符號表示解析所得的具體結果，適用於相類問題的算式。    可應用於同類事物的方式或方法。,成功公式不是只有努力，而是要有正確的方法和方向。 / 如果我們能掌握這些基本公式，問題的解決將變得更加容易。 / 在解決不同的問題時，如果找出通用的解決公式，就能提高我們的效率。 / 在這次的科學報告中，我們使用了描述生態系統平衡的公式來分析不同物種之間的關係。 / 每個產業龍頭都有自己獨特的成功公式，其他產業無法複製。 / 在這個科學實驗中，研究者們發現了一個新的配方公式，可以提高化學反應的速度。,n,成功公式 / 日常公式 / 固定公式 / 簡單公式 / 計算公式 / 數學公式,gōngshì,ㄍㄨㄥ ㄕˋ,
公式,960,數學問題中，用數學符號表示解析所得的具體結果，可適合於相類問題的算式，稱為「公式」。[例]求三角形面積的公式是底×高÷2＝面積。,"A formula; A specific result derived from a mathematical problem, expressed using mathematical symbols, which can be applied to similar problems.",,,n,,gōngshì,ㄍㄨㄥ ㄕˋ,
攻勢,961,進攻行動的氣勢。[例]甲方的辯論攻勢凌厲，乙方幾已招架不住。,An attack.,進攻行動的氣勢。,在比賽的最後五分鐘，對方球隊發起了猛烈的攻勢，試圖扭轉局面。 / 戰場上，敵軍的攻勢非常猛烈，我們的士兵正在拼命防守。 / 在商業競爭中，大公司無情的價格攻勢迫使對手退出市場。 / 面對對手的激烈攻勢，他冷靜應對，並迅速找到了反擊的機會。 / 今天的新聞報導中，政治人物對對手持續的攻勢引起了民眾的廣泛關注。 / 競選活動中，他的團隊展開了積極的宣傳攻勢，贏得了大量選民的支持。,n,激烈的攻勢 / 無情的攻勢 / 持續的攻勢 / 猛烈的攻勢 / 全面的攻勢 / 迅速的攻勢,gōngshì,ㄍㄨㄥ ㄕˋ,
